web_name,gw,cc
B.Fernandes,1,0
M.Salah,1,2
Palmer,1,2
Enzo,1,0
Mbeumo,1,3
Kulusevski,1,0
Tielemans,1,3
Damsgaard,1,0
Andreas,1,6
Ødegaard,1,2
Rice,1,1
Luis Díaz,1,3
Davis,1,0
Pedro Porro,1,4
Eze,1,0
Iwobi,1,0
Szoboszlai,1,3
De Bruyne,1,1
Son,1,2
Gordon,1,1
Cunha,1,1
Alexander-Arnold,1,3
Saka,1,5
Bowen,1,1
Cook,1,1
Gibbs-White,1,3
Bruno G.,1,0
Rogers,1,2
Kluivert,1,0
Semenyo,1,0
Hudson-Odoi,1,3
Bernardo,1,3
Mac Allister,1,0
Foden,1,0
Elanga,1,2
Savinho,1,3
Maddison,1,3
Christie,1,0
Neto,1,2
Robinson,1,0
Amad,1,1
Robertson,1,1
Muñoz,1,1
Trossard,1,0
Isak,1,1
Adama,1,0
Mitchell,1,2
J.Murphy,1,0
I.Sarr,1,0
Tavernier,1,3
Sancho,1,0
L.Paquetá,1,1
Aït-Nouri,1,0
Digne,1,1
Gündogan,1,
Mitoma,1,0
Martinelli,1,3
Anderson,1,0
Gakpo,1,1
Hall,1,1
McNeil,1,1
Harrison,1,1
O.Dango,1,0
El Khannouss,1,
Kerkez,1,1
Garnacho,1,2
M.Fernandes,1,
João Pedro,1,1
Manning,1,0
Wan-Bissaka,1,0
Hughes,1,1
Madueke,1,0
N.Jackson,1,2
Kovačić,1,0
Kudus,1,2
Mateta,1,0
Caicedo,1,1
Rashford,1,1
Haaland,1,0
Dalot,1,0
Ayari,1,0
McGinn,1,0
Gravenberch,1,0
Doku,1,1
Bellegarde,1,0
Estupiñan,1,0
A.Doucoure,1,0
Wharton,1,0
Gvardiol,1,0
Buonanotte,1,1
Lukić,1,1
Minteh,1,3
Wissa,1,1
Grealish,1,0
Joelinton,1,0
J.Clarke,1,
Watkins,1,0
Hutchinson,1,0
Walker-Peters,1,0
Lewis-Potter,1,0
Evanilson,1,
Mavididi,1,1
Eriksen,1,0
Willock,1,0
Livramento,1,0
Matheus N.,1,0
N.Semedo,1,0
Gusto,1,0
Casemiro,1,3
Barnes,1,0
J.Gomes,1,0
Dibling,1,1
Schade,1,0
Baleba,1,0
Mykolenko,1,0
Tonali,1,0
Jones,1,0
Delap,1,2
Young,1,1
Lindstrøm,1,0
Georginio,1,
Gana,1,0
Johnson,1,1
Kamada,1,2
Wood,1,0
Vardy,1,0
Trippier,1,0
Kristiansen,1,0
Raúl,1,0
Morsy,1,1
Smith Rowe,1,0
Wilson,1,0
Mazraoui,1,0
Cucurella,1,0
Ramsey,1,1
Maatsen,1,1
Berge,1,
Strand Larsen,1,0
Winks,1,1
J.Timber,1,0
Thomas,1,4
Sugawara,1,1
Yates,1,1
Summerville,1,2
Ndiaye,1,0
Welbeck,1,2
O'Riley,1,
Udogie,1,0
Ward-Prowse,1,0
Kilman,1,1
Emerson,1,0
Aribo,1,2
Bailey,1,2
Tarkowski,1,1
Nørgaard,1,1
Havertz,1,2
Adams,1,0
Ndidi,1,0
N.Williams,1,2
Merino,1,
Brooks,1,0
Downes,1,3
P.M.Sarr,1,1
Jensen,1,1
André,1,
Højlund,1,0
Solanke,1,1
Nkunku,1,1
Souček,1,2
Janelt,1,1
J.Ayew,1,1
Ugochukwu,1,0
Gruda,1,0
Enciso,1,0
Harwood-Bellis,1,1
Jota Silva,1,0
Roerslev,1,0
Mainoo,1,0
Huijsen,1,0
Hinshelwood,1,0
Van Hecke,1,0
Dominguez,1,0
Adingra,1,0
Nelson,1,0
Justin,1,0
Füllkrug,1,0
Aina,1,0
Marmoush,1,
Sarabia,1,0
C.Soler,1,
Gabriel,1,0
Colwill,1,0
Zirkzee,1,0
Guéhi,1,0
Virgil,1,0
M.Asensio,1,
Nwaneri,1,0
Murillo,1,0
R.Gomes,1,0
Alcaraz,1,1
Johnson,1,0
Bergvall,1,1
Doherty,1,0
Álvarez,1,0
Garner,1,0
Tsimikas,1,0
Wieffer,1,1
Nketiah,1,0
Diogo J.,1,0
Guedes,1,0
Zabarnyi,1,0
Cajuste,1,
Mario Jr.,1,0
Scott,1,1
James,1,0
Werner,1,0
Cash,1,1
Burns,1,0
Konaté,1,0
Spence,1,0
Castagne,1,0
B.Soumaré,1,0
Kamara,1,0
Toti,1,0
Ajer,1,0
Lerma,1,1
Skipp,1,0
Antonio,1,0
Sinisterra,1,0
Smallbone,1,0
Bentancur,1,0
Collins,1,0
Ugarte,1,
Armstrong,1,1
Barkley,1,0
Kamaldeen,1,0
Bree,1,0
Akanji,1,0
Martinez,1,1
Darwin,1,0
Tel,1,
Sessegnon,1,0
Cairney,1,0
Milenković,1,0
Burn,1,0
G.Jesus,1,0
Yarmoliuk,1,0
Sosa,1,
Alex Moreno,1,0
Beto,1,0
Mangala,1,
Philip,1,0
Sterling,1,0
Onuachu,1,0
Pinnock,1,0
White,1,0
Dorgu,1,
Tierney,1,0
Tete,1,0
Onana,1,0
Muniz,1,2
Walker,1,0
Lewis,1,0
Chalobah,1,0
Saliba,1,0
Lavia,1,1
Romero,1,0
Munetsi,1,
Smith,1,0
Calvert-Lewin,1,0
Doyle,1,0
Cresswell,1,0
Lacroix,1,
Devenny,1,
João Félix,1,
Ings,1,0
Coufal,1,1
Maguire,1,0
De Cordova-Reid,1,0
A.Fatawu,1,2
Elliott,1,0
Burgess,1,0
Chaplin,1,0
Broadhead,1,0
Bissouma,1,0
Lewis-Skelly,1,0
De Ligt,1,0
Calafiori,1,0
McAteer,1,0
Jaden,1,0
Veltman,1,0
O'Brien,1,0
W.Fofana,1,0
Mavropanos,1,0
Shaw,1,0
Odobert,1,0
Phillips,1,0
Mount,1,2
Lamptey,1,0
Van den Berg,1,0
Schär,1,0
F.Kadıoğlu,1,
Konsa,1,1
George,1,
Gómez,1,
Willian,1,
Disasi,1,0
Rúben,1,0
Bradley,1,0
Ferguson,1,0
Dunk,1,0
Bednarek,1,1
Taylor,1,0
Senesi,1,0
Agbadou,1,
Richarlison,1,0
Duran,1,0
Townsend,1,0
Faes,1,0
Longstaff,1,0
Milner,1,3
Tuanzebe,1,0
Lallana,1,0
Dragusin,1,0
O’Reilly,1,0
Broja,1,0
Ederson M.,1,0
Enes Ünal,1,0
Szmodics,1,1
Sangaré,1,0
Carvalho,1,0
Archer,1,0
Clyne,1,0
Jebbison,1,1
L.Guilherme,1,0
Dewsbury-Hall,1,0
Hill,1,0
Mings,1,0
Lindelof,1,0
Antony,1,0
A. Garcia,1,
Moore,1,0
Almirón,1,0
Hee Chan,1,1
Andersen,1,0
Greaves,1,0
Hirst,1,0
Stephens,1,1
Iroegbunam,1,0
King,1,0
G.Rodríguez,1,0
Diop,1,0
Moder,1,0
March,1,0
Brereton Díaz,1,1
Webster,1,0
Vestergaard,1,0
O'Shea,1,
Thomas,1,0
Jorginho,1,0
Kiwior,1,0
Thiago,1,0
Ogbene,1,
Dawson,1,0
Todibo,1,0
Bogarde,1,0
Davies,1,0
Kayode,1,
Kelly,1,0
Choudhury,1,0
Fraser,1,0
Van de Ven,1,0
José Sá,1,0
Chilwell,1,0
Awoniyi,1,0
Branthwaite,1,0
Bassey,1,0
Schlupp,1,0
Gomez,1,0
Pickford,1,0
C.Richards,1,0
Patterson,1,0
Stones,1,0
McAtee,1,0
Scarles,1,
Leno,1,0
Collyer,1,0
Welington,1,
Edouard,1,1
Khusanov,1,
Flekken,1,0
Henderson,1,0
Tosin,1,0
Mudryk,1,0
Pau,1,0
Malen,1,
Danso,1,
Martinez,1,0
Al-Hamadi,1,0
Zinchenko,1,0
Mosquera,1,1
Pedro Lima,1,0
Gray,1,0
H.Clarke,1,0
Forbs,1,
Miley,1,0
Igor,1,0
Reed,1,0
A.Becker,1,0
Krafth,1,0
Pope,1,0
Sels,1,0
Reguilón,1,0
Aké,1,0
Endo,1,0
Daka,1,0
Keane,1,0
Onana,1,0
Marc Guiu,1,0
Wilson,1,0
Malacia,1,0
Quansah,1,0
Maghoma,1,
Bobb,1,0
Coady,1,0
Walton,1,0
Amass,1,
Kinsky,1,
Esse,1,
Sánchez,1,0
Edozie,1,1
Johnstone,1,0
Grønbæk,1,
Orford,1,
Palmer,1,
N.Gonzalez,1,
Irving,1,0
Amo-Ameyaw,1,1
Yoro,1,0
C.Doucouré,1,0
Rodrigo,1,0
Chiquinho,1,1
Buendia,1,0
Jay Robinson,1,
Agbinone,1,
Taylor,1,0
Osula,1,0
Wood,1,0
Arrizabalaga,1,0
Armstrong,1,0
Scarlett,1,0
Verbruggen,1,0
Bates,1,
Faivre,1,0
Fletcher,1,
Kporha,1,
H.Traorè,1,0
Mepham,1,0
Wilson-Esbrand,1,
Marsh,1,
McConville,1,
Kinsey,1,
Travers,1,0
Paulsen,1,0
Broggio,1,
Neto,1,0
Jørgensen,1,0
Casadei,1,0
Bettinelli,1,0
Bergström,1,0
B.Badiashile,1,0
Trevitt,1,0
Moran,1,0
Dennis,1,0
J.Araujo,1,0
Toney,1,0
Rushworth,1,0
Onyeka,1,0
Mee,1,0
Konak,1,0
Alves,1,0
Godo,1,0
Gross,1,0
Gilmour,1,0
Dahoud,1,0
Cozier-Duberry,1,0
Baker-Boaitey,1,0
Peart-Harris,1,0
I.Osman,1,0
Lankshear,1,0
Ji-soo,1,0
Hickey,1,0
Henry,1,0
Dasilva,1,0
Brierley,1,0
G.Nunes,1,
Dixon,1,
Kaboré,1,
J.Cuenca,1,0
Nelson,1,0
Metcalfe,1,0
Umeh-Chibueze,1,
Casey,1,
Zych,1,
Swinkels,1,
Setford,1,
Oulad M'hand,1,
Meupiyou,1,
Chiesa,1,
Begovic,1,
Monga,1,
Charlie Tasker,1,
Gower,1,
Neave,1,
Dermot Mee,1,
Genesis Antwi,1,
Benjamin Fredrick,1,
João Cancelo,1,0
Tom Taylor,1,
Boniface,1,
Jake Evans,1,
Barco,1,0
Harry Howell,1,
Freddie Simmonds,1,
Heaton,1,0
Hannibal,1,0
Evans,1,0
Bayindir,1,0
Ortega Moreno,1,0
Barrenechea,1,0
McConnell,1,0
Kelleher,1,0
Pellistri,1,0
McTominay,1,0
Olabade Aluko,1,
Sadi,1,
Adu-Adjei,1,
Hennessey,1,
Kayi Sanda,1,
Yang,1,
Vitor Reis,1,
Ajayi,1,
Silcott-Duberry,1,
McKenna,1,
Coulibaly,1,
Gauci,1,0
Amougou,1,
Diego Carlos,1,0
Diaby,1,0
Dendoncker,1,0
Guardiola,1,
Arteta,1,
Djiga,1,
Olsen,1,0
Nedeljkovic,1,0
Marschall,1,0
Kesler-Hayden,1,0
Iling Jr,1,0
Hause,1,0
Dobbin,1,0
Okoduwa,1,
Jimoh,1,
Danns,1,
Wilson-Brown,1,
Rees-Dottin,1,
Kacurri,1,
Young,1,
Morato,1,
Meghoma,1,
Wheatley,1,
Rodney,1,
Williams-Barnett,1,
Pond,1,
Samuels,1,
Nichols,1,
Yogane,1,
Jaros,1,
Kabia,1,
Heaven,1,
Fitzgerald,1,
Simpson-Pusey,1,
Wright,1,
Davies,1,
Cahill,1,
Butler-Oyedeji,1,
Nyoni,1,
Winterburn,1,
Mayers,1,
Slater,1,
Hardy,1,
Olusesi,1,
Edozie,1,
Mubama,1,
Acheampong,1,
Rak-Sakyi,1,
Cartwright,1,
Akinmboni,1,
Nallo,1,
Kukonki,1,
Amissah,1,
Abbott,1,
Arthur,1,
Brits,1,
Alleyne,1,
Harris,1,
King,1,
Dorrington,1,
Godfrey,1,
Soler,1,
O'Brien-Whitmarsh,1,
J.Alvarez,1,0
Carson,1,0
R.Williams,1,0
N.Phillips,1,0
Lascelles,1,0
Kuol,1,0
Hayden,1,0
Dúbravka,1,0
Botman,1,0
Golding,1,0
Undav,1,0
Ruddy,1,0
Odysseas,1,0
Lewis,1,0
Ward,1,0
Stolarczyk,1,0
Souttar,1,0
Ricardo,1,0
Okoli,1,0
Marcal,1,0
Iversen,1,0
Hermansen,1,0
Targett,1,0
Clark,1,0
Bajcetic,1,0
O.Richards,1,0
Mighten,1,0
Dennis,1,0
Danilo,1,0
Da Silva Moreira,1,0
C.Miguel,1,0
Bowler,1,0
Boly,1,0
Worrall,1,0
A.Murphy,1,0
Turner,1,0
Toffolo,1,0
Panzo,1,0
Omobamidele,1,0
O'Brien,1,0
Ladapo,1,0
Humphreys,1,0
Harness,1,0
Edmundson,1,0
Baggott,1,0
Vinicius,1,0
Ui-jo,1,0
Cassanova,1,
Eyestone,1,
Knight,1,
Tomiyasu,1,0
Raya,1,0
Ramsdale,1,0
Hein,1,0
Fábio Vieira,1,0
Jack Henry-Francis,1,
Maresca,1,
Morton,1,0
Hürzeler,1,
Echeverri,1,
Mané,1,
Graczyk,1,
Samuels-Smith,1,
Mheuka,1,
Morgan,1,
Koné,1,
Moorhouse,1,
Fredricson,1,
Obi,1,
Coby Ebere,1,
Sherif,1,
Iraola,1,
Emery,1,
Anthony,1,0
Aarons,1,0
Sousa,1,0
Sinisalo,1,0
Rusk,1,
Nuno,1,
Howe,1,
Amorim,1,
Slot,1,
Harrison,1,
Moyes,1,
Glasner,1,
Porter,1,
Van Nistelrooy,1,
Silva,1,
Frank,1,
Pereira,1,
Potter,1,
Postecoglou,1,
Heath,1,
Cashin,1,
McKenna,1,
Peupion,1,0
Offiah,1,0
Cornet,1,0
Areola,1,0
Coleman,1,0
Ward,1,0
Rak-Sakyi,1,0
Ozoh,1,0
Bentley,1,0
B.Traore,1,0
Doak,1,0
N.Aguerd,1,0
Foderingham,1,0
Fabianski,1,0
Earthy,1,0
Gallagher,1,0
Deivid,1,0
D.D.Fofana,1,0
Chukwuemeka,1,0
Cundle,1,0
Chiwome,1,0
Chirewa,1,0
Zouma,1,0
Zanka,1,0
Valdimarsson,1,0
Hodge,1,0
H.Bueno,1,0
Gonzalez,1,0
Fraser,1,0
Fábio Silva,1,0
Ahamada,1,0
S.Bueno,1,0
Podence,1,0
King,1,0
Sarmiento,1,0
Hoever,1,0
O’Mahony,1,0
Mazilu,1,0
Kozlowski,1,0
Wiley,1,0
Pivas,1,0
Muric,1,0
Ângelo,1,0
Andrey Santos,1,0
Anselmino,1,
Steele,1,0
Kalajdžić,1,0
Chadi Riad,1,0
Cannon,1,0
Woolfenden,1,0
Slicker,1,0
Ndaba,1,0
Luongo,1,0
Lis,1,0
Larios,1,0
Edwards,1,0
Charles,1,0
Bella-Kotchap,1,0
Renato Veiga,1,0
Austin,1,0
A.Phillips,1,0
Stewart,1,0
McCarthy,1,0
Mara,1,0
Lumley,1,0
Y. Chermiti,1,0
Maupay,1,0
J.Virginia,1,0
Holgate,1,0
White,1,0
Bazunu,1,0
Petrović,1,0
M.Sarr,1,0
Lukaku,1,0
Kellyman,1,0
B.Fernandes,2,3
M.Salah,2,0
Palmer,2,4
Enzo,2,2
Mbeumo,2,1
Kulusevski,2,4
Tielemans,2,2
Damsgaard,2,0
Andreas,2,7
Ødegaard,2,2
Rice,2,1
Luis Díaz,2,4
Davis,2,0
Pedro Porro,2,1
Eze,2,4
Iwobi,2,1
Szoboszlai,2,2
De Bruyne,2,4
Son,2,1
Gordon,2,4
Cunha,2,2
Alexander-Arnold,2,4
Saka,2,2
Bowen,2,5
Cook,2,1
Gibbs-White,2,3
Bruno G.,2,2
Rogers,2,2
Kluivert,2,2
Semenyo,2,3
Hudson-Odoi,2,4
Bernardo,2,0
Mac Allister,2,2
Foden,2,0
Elanga,2,3
Savinho,2,2
Maddison,2,2
Christie,2,3
Neto,2,1
Robinson,2,2
Amad,2,1
Robertson,2,3
Muñoz,2,0
Trossard,2,0
Isak,2,1
Adama,2,4
Mitchell,2,2
J.Murphy,2,1
I.Sarr,2,1
Tavernier,2,4
Sancho,2,0
L.Paquetá,2,0
Aït-Nouri,2,1
Digne,2,0
Gündogan,2,0
Mitoma,2,1
Martinelli,2,2
Anderson,2,1
Gakpo,2,0
Hall,2,1
McNeil,2,6
Harrison,2,0
O.Dango,2,0
El Khannouss,2,
Kerkez,2,0
Garnacho,2,1
M.Fernandes,2,0
João Pedro,2,1
Manning,2,0
Wan-Bissaka,2,0
Hughes,2,0
Madueke,2,1
N.Jackson,2,2
Kovačić,2,2
Kudus,2,0
Mateta,2,2
Caicedo,2,0
Rashford,2,0
Haaland,2,0
Dalot,2,1
Ayari,2,0
McGinn,2,0
Gravenberch,2,0
Doku,2,2
Bellegarde,2,0
Estupiñan,2,0
A.Doucoure,2,0
Wharton,2,2
Gvardiol,2,0
Buonanotte,2,3
Lukić,2,1
Minteh,2,2
Wissa,2,0
Grealish,2,0
Joelinton,2,1
J.Clarke,2,
Watkins,2,2
Hutchinson,2,0
Walker-Peters,2,0
Lewis-Potter,2,1
Evanilson,2,0
Mavididi,2,0
Eriksen,2,0
Willock,2,0
Livramento,2,0
Matheus N.,2,0
N.Semedo,2,0
Gusto,2,1
Casemiro,2,0
Barnes,2,2
J.Gomes,2,0
Dibling,2,0
Schade,2,0
Baleba,2,0
Mykolenko,2,0
Tonali,2,0
Jones,2,0
Delap,2,0
Young,2,0
Lindstrøm,2,0
Georginio,2,0
Gana,2,0
Johnson,2,0
Kamada,2,2
Wood,2,1
Vardy,2,0
Trippier,2,0
Kristiansen,2,0
Raúl,2,0
Morsy,2,0
Smith Rowe,2,0
Wilson,2,0
Mazraoui,2,2
Cucurella,2,0
Ramsey,2,1
Maatsen,2,1
Berge,2,0
Strand Larsen,2,1
Winks,2,1
J.Timber,2,0
Thomas,2,0
Sugawara,2,0
Yates,2,1
Summerville,2,0
Ndiaye,2,0
Welbeck,2,2
O'Riley,2,
Udogie,2,0
Ward-Prowse,2,0
Kilman,2,2
Emerson,2,0
Aribo,2,0
Bailey,2,1
Tarkowski,2,1
Nørgaard,2,0
Havertz,2,0
Adams,2,0
Ndidi,2,1
N.Williams,2,0
Merino,2,
Brooks,2,0
Downes,2,1
P.M.Sarr,2,0
Jensen,2,2
André,2,
Højlund,2,0
Solanke,2,0
Nkunku,2,1
Souček,2,1
Janelt,2,0
J.Ayew,2,1
Ugochukwu,2,0
Gruda,2,0
Enciso,2,0
Harwood-Bellis,2,0
Jota Silva,2,0
Roerslev,2,0
Mainoo,2,0
Huijsen,2,0
Hinshelwood,2,1
Van Hecke,2,0
Dominguez,2,1
Adingra,2,1
Nelson,2,0
Justin,2,0
Füllkrug,2,0
Aina,2,1
Marmoush,2,
Sarabia,2,0
C.Soler,2,
Gabriel,2,0
Colwill,2,0
Zirkzee,2,1
Guéhi,2,0
Virgil,2,0
M.Asensio,2,
Nwaneri,2,0
Murillo,2,1
R.Gomes,2,0
Alcaraz,2,0
Johnson,2,1
Bergvall,2,0
Doherty,2,1
Álvarez,2,0
Garner,2,0
Tsimikas,2,0
Wieffer,2,0
Nketiah,2,0
Diogo J.,2,2
Guedes,2,0
Zabarnyi,2,0
Cajuste,2,0
Mario Jr.,2,0
Scott,2,0
James,2,0
Werner,2,0
Cash,2,0
Burns,2,0
Konaté,2,0
Spence,2,0
Castagne,2,0
B.Soumaré,2,0
Kamara,2,0
Toti,2,1
Ajer,2,1
Lerma,2,0
Skipp,2,0
Antonio,2,0
Sinisterra,2,1
Smallbone,2,0
Bentancur,2,0
Collins,2,0
Ugarte,2,
Armstrong,2,0
Barkley,2,0
Kamaldeen,2,0
Bree,2,0
Akanji,2,1
Martinez,2,0
Darwin,2,0
Tel,2,
Sessegnon,2,0
Cairney,2,0
Milenković,2,1
Burn,2,0
G.Jesus,2,0
Yarmoliuk,2,0
Sosa,2,0
Alex Moreno,2,0
Beto,2,0
Mangala,2,
Philip,2,0
Sterling,2,0
Onuachu,2,0
Pinnock,2,0
White,2,0
Dorgu,2,
Tierney,2,0
Tete,2,0
Onana,2,0
Muniz,2,2
Walker,2,0
Lewis,2,0
Chalobah,2,0
Saliba,2,0
Lavia,2,0
Romero,2,1
Munetsi,2,
Smith,2,0
Calvert-Lewin,2,0
Doyle,2,1
Cresswell,2,0
Lacroix,2,
Devenny,2,
João Félix,2,0
Ings,2,0
Coufal,2,0
Maguire,2,1
De Cordova-Reid,2,0
A.Fatawu,2,0
Elliott,2,0
Burgess,2,0
Chaplin,2,0
Broadhead,2,0
Bissouma,2,0
Lewis-Skelly,2,0
De Ligt,2,0
Calafiori,2,0
McAteer,2,0
Jaden,2,0
Veltman,2,2
O'Brien,2,0
W.Fofana,2,0
Mavropanos,2,0
Shaw,2,0
Odobert,2,1
Phillips,2,0
Mount,2,0
Lamptey,2,0
Van den Berg,2,0
Schär,2,0
F.Kadıoğlu,2,
Konsa,2,0
George,2,
Gómez,2,
Willian,2,
Disasi,2,0
Rúben,2,0
Bradley,2,0
Ferguson,2,0
Dunk,2,1
Bednarek,2,1
Taylor,2,0
Senesi,2,0
Agbadou,2,
Richarlison,2,0
Duran,2,0
Townsend,2,0
Faes,2,0
Longstaff,2,1
Milner,2,1
Tuanzebe,2,0
Lallana,2,0
Dragusin,2,0
O’Reilly,2,0
Broja,2,0
Ederson M.,2,0
Enes Ünal,2,0
Szmodics,2,0
Sangaré,2,0
Carvalho,2,0
Archer,2,0
Clyne,2,0
Jebbison,2,0
L.Guilherme,2,0
Dewsbury-Hall,2,0
Hill,2,0
Mings,2,0
Lindelof,2,0
Antony,2,1
A. Garcia,2,
Moore,2,0
Almirón,2,0
Hee Chan,2,0
Andersen,2,0
Greaves,2,0
Hirst,2,0
Stephens,2,0
Iroegbunam,2,0
King,2,0
G.Rodríguez,2,0
Diop,2,0
Moder,2,0
March,2,0
Brereton Díaz,2,2
Webster,2,0
Vestergaard,2,0
O'Shea,2,
Thomas,2,0
Jorginho,2,0
Kiwior,2,0
Thiago,2,0
Ogbene,2,
Dawson,2,0
Todibo,2,0
Bogarde,2,0
Davies,2,0
Kayode,2,
Kelly,2,0
Choudhury,2,0
Fraser,2,0
Van de Ven,2,1
José Sá,2,1
Chilwell,2,0
Awoniyi,2,0
Branthwaite,2,0
Bassey,2,0
Schlupp,2,0
Gomez,2,0
Pickford,2,0
C.Richards,2,0
Patterson,2,0
Stones,2,0
McAtee,2,0
Scarles,2,
Leno,2,0
Collyer,2,0
Welington,2,
Edouard,2,0
Khusanov,2,
Flekken,2,0
Henderson,2,0
Tosin,2,0
Mudryk,2,0
Pau,2,0
Malen,2,
Danso,2,
Martinez,2,0
Al-Hamadi,2,0
Zinchenko,2,0
Mosquera,2,0
Pedro Lima,2,0
Gray,2,0
H.Clarke,2,0
Forbs,2,
Miley,2,0
Igor,2,0
Reed,2,0
A.Becker,2,0
Krafth,2,1
Pope,2,0
Sels,2,0
Reguilón,2,0
Aké,2,0
Endo,2,0
Daka,2,0
Keane,2,1
Onana,2,0
Marc Guiu,2,0
Wilson,2,0
Malacia,2,0
Quansah,2,0
Maghoma,2,
Bobb,2,0
Coady,2,0
Walton,2,0
Amass,2,
Kinsky,2,
Esse,2,
Sánchez,2,0
Edozie,2,0
Johnstone,2,0
Grønbæk,2,
Orford,2,
Palmer,2,
N.Gonzalez,2,
Irving,2,0
Amo-Ameyaw,2,0
Yoro,2,0
C.Doucouré,2,0
Rodrigo,2,0
Chiquinho,2,0
Buendia,2,0
Jay Robinson,2,
Agbinone,2,
Taylor,2,0
Osula,2,0
Wood,2,0
Arrizabalaga,2,0
Armstrong,2,0
Scarlett,2,0
Verbruggen,2,0
Bates,2,
Faivre,2,0
Fletcher,2,
Kporha,2,
H.Traorè,2,0
Mepham,2,0
Wilson-Esbrand,2,
Marsh,2,
McConville,2,
Kinsey,2,
Travers,2,0
Paulsen,2,0
Broggio,2,
Neto,2,0
Jørgensen,2,0
Casadei,2,0
Bettinelli,2,0
Bergström,2,0
B.Badiashile,2,0
Trevitt,2,0
Moran,2,0
Dennis,2,0
J.Araujo,2,0
Toney,2,0
Rushworth,2,0
Onyeka,2,0
Mee,2,0
Konak,2,0
Alves,2,0
Godo,2,0
Gross,2,0
Gilmour,2,0
Dahoud,2,0
Cozier-Duberry,2,0
Baker-Boaitey,2,0
Peart-Harris,2,0
I.Osman,2,0
Lankshear,2,0
Ji-soo,2,0
Hickey,2,0
Henry,2,0
Dasilva,2,0
Brierley,2,0
G.Nunes,2,
Dixon,2,0
Kaboré,2,0
J.Cuenca,2,0
Nelson,2,0
Metcalfe,2,0
Umeh-Chibueze,2,
Casey,2,
Zych,2,
Swinkels,2,
Setford,2,
Oulad M'hand,2,
Meupiyou,2,
Chiesa,2,
Begovic,2,0
Monga,2,
Charlie Tasker,2,
Gower,2,
Neave,2,
Dermot Mee,2,
Genesis Antwi,2,
Benjamin Fredrick,2,
João Cancelo,2,0
Tom Taylor,2,
Boniface,2,
Jake Evans,2,
Barco,2,0
Harry Howell,2,
Freddie Simmonds,2,
Heaton,2,0
Hannibal,2,0
Evans,2,0
Bayindir,2,0
Ortega Moreno,2,0
Barrenechea,2,0
McConnell,2,0
Kelleher,2,0
Pellistri,2,0
McTominay,2,0
Olabade Aluko,2,
Sadi,2,
Adu-Adjei,2,
Hennessey,2,
Kayi Sanda,2,
Yang,2,
Vitor Reis,2,
Ajayi,2,
Silcott-Duberry,2,
McKenna,2,
Coulibaly,2,
Gauci,2,0
Amougou,2,
Diego Carlos,2,0
Diaby,2,0
Dendoncker,2,0
Guardiola,2,
Arteta,2,
Djiga,2,
Olsen,2,0
Nedeljkovic,2,0
Marschall,2,0
Kesler-Hayden,2,0
Iling Jr,2,0
Hause,2,0
Dobbin,2,0
Okoduwa,2,
Jimoh,2,
Danns,2,
Wilson-Brown,2,
Rees-Dottin,2,
Kacurri,2,
Young,2,
Morato,2,
Meghoma,2,
Wheatley,2,
Rodney,2,
Williams-Barnett,2,
Pond,2,
Samuels,2,
Nichols,2,
Yogane,2,
Jaros,2,
Kabia,2,
Heaven,2,
Fitzgerald,2,
Simpson-Pusey,2,
Wright,2,
Davies,2,
Cahill,2,
Butler-Oyedeji,2,
Nyoni,2,
Winterburn,2,
Mayers,2,
Slater,2,
Hardy,2,
Olusesi,2,
Edozie,2,
Mubama,2,
Acheampong,2,
Rak-Sakyi,2,
Cartwright,2,
Akinmboni,2,
Nallo,2,
Kukonki,2,
Amissah,2,
Abbott,2,
Arthur,2,
Brits,2,
Alleyne,2,
Harris,2,
King,2,
Dorrington,2,
Godfrey,2,
Soler,2,
O'Brien-Whitmarsh,2,
J.Alvarez,2,0
Carson,2,0
R.Williams,2,0
N.Phillips,2,0
Lascelles,2,0
Kuol,2,0
Hayden,2,0
Dúbravka,2,0
Botman,2,0
Golding,2,0
Undav,2,0
Ruddy,2,0
Odysseas,2,0
Lewis,2,0
Ward,2,0
Stolarczyk,2,0
Souttar,2,0
Ricardo,2,0
Okoli,2,0
Marcal,2,0
Iversen,2,0
Hermansen,2,0
Targett,2,0
Clark,2,0
Bajcetic,2,0
O.Richards,2,0
Mighten,2,0
Dennis,2,0
Danilo,2,0
Da Silva Moreira,2,0
C.Miguel,2,0
Bowler,2,0
Boly,2,0
Worrall,2,0
A.Murphy,2,0
Turner,2,0
Toffolo,2,0
Panzo,2,0
Omobamidele,2,0
O'Brien,2,0
Ladapo,2,0
Humphreys,2,0
Harness,2,0
Edmundson,2,0
Baggott,2,0
Vinicius,2,0
Ui-jo,2,0
Cassanova,2,
Eyestone,2,
Knight,2,
Tomiyasu,2,0
Raya,2,0
Ramsdale,2,0
Hein,2,0
Fábio Vieira,2,0
Jack Henry-Francis,2,
Maresca,2,
Morton,2,0
Hürzeler,2,
Echeverri,2,
Mané,2,
Graczyk,2,
Samuels-Smith,2,
Mheuka,2,
Morgan,2,
Koné,2,
Moorhouse,2,
Fredricson,2,
Obi,2,
Coby Ebere,2,
Sherif,2,
Iraola,2,
Emery,2,
Anthony,2,0
Aarons,2,0
Sousa,2,0
Sinisalo,2,0
Rusk,2,
Nuno,2,
Howe,2,
Amorim,2,
Slot,2,
Harrison,2,
Moyes,2,
