web_name,gw,SoT
Ndidi,7,0
J.Ayew,7,0
Pedro Porro,7,0
Romero,7,0
Armstrong,7,0
Kamaldeen,7,0
Sarabia,7,0
Aït-Nouri,7,1
Malen,7,
Alexander-Arnold,7,1
Casemiro,7,0
Damsgaard,7,0
Tel,7,
J.Gomes,7,0
Richarlison,7,0
Virgil,7,0
Jota Silva,7,1
Ayari,7,0
Guedes,7,0
Sessegnon,7,0
C.Soler,7,0
Milenković,7,0
Emerson,7,0
Enes Ünal,7,0
Lerma,7,0
G.Jesus,7,0
Aribo,7,0
Harwood-Bellis,7,0
Sancho,7,0
Thomas,7,1
Mavididi,7,0
Guéhi,7,0
Anderson,7,1
Dominguez,7,0
Adingra,7,0
Alcaraz,7,0
Estupiñan,7,0
Mangala,7,0
O'Riley,7,0
El Khannouss,7,0
N.Semedo,7,0
Calafiori,7,0
Pinnock,7,2
Hinshelwood,7,0
Collins,7,1
Sinisterra,7,0
Walker-Peters,7,1
N.Williams,7,2
Chalobah,7,1
Martinez,7,0
Broadhead,7,0
Justin,7,0
Harrison,7,0
Onana,7,0
Nelson,7,0
Bailey,7,0
Munetsi,7,
Maatsen,7,0
Wharton,7,0
McGinn,7,0
Gana,7,0
Gündogan,7,0
Mario Jr.,7,1
Füllkrug,7,0
Lacroix,7,0
João Félix,7,0
Sosa,7,0
Gabriel,7,0
Scott,7,0
Van Hecke,7,0
Dalot,7,0
Maguire,7,0
Van den Berg,7,1
Barkley,7,0
Gravenberch,7,0
Andersen,7,0
L.Paquetá,7,2
Mavropanos,7,0
Bellegarde,7,0
Kerkez,7,0
A.Fatawu,7,0
Ings,7,0
Jaden,7,0
C.Richards,7,0
Carvalho,7,1
Bentancur,7,0
Murillo,7,1
Rúben,7,0
Wan-Bissaka,7,1
Sugawara,7,0
Grealish,7,0
Ramsey,7,0
Bissouma,7,0
Awoniyi,7,0
Burn,7,0
Bassey,7,0
Taylor,7,0
Kamada,7,0
Summerville,7,0
J.Timber,7,0
Cash,7,0
Tarkowski,7,0
Daka,7,0
Wieffer,7,0
Greaves,7,0
Gusto,7,1
Janelt,7,1
Cook,7,0
Devenny,7,0
Hirst,7,0
Antonio,7,2
Winks,7,0
McAtee,7,0
Digne,7,0
Konaté,7,0
Konsa,7,0
De Cordova-Reid,7,0
Caicedo,7,0
S.Bueno,7,0
Johnson,7,0
Colwill,7,0
Downes,7,0
Castagne,7,0
R.Gomes,7,0
O'Brien,7,0
Doherty,7,0
James,7,0
Keane,7,0
Young,7,0
Branthwaite,7,0
Hee Chan,7,0
Ugarte,7,0
Ferguson,7,0
Antony,7,1
Matheus N.,7,0
Bradley,7,0
McAteer,7,0
Mount,7,0
Mazraoui,7,0
Chaplin,7,0
Willock,7,0
Dunk,7,0
Werner,7,0
Spence,7,0
Ajer,7,0
Garner,7,0
Pau,7,0
M.França,7,0
Odobert,7,0
J.Clarke,7,0
Saliba,7,0
Adams,7,0
Mitchell,7,0
Schlupp,7,0
Toti,7,0
Irving,7,0
Robinson,7,0
Lukić,7,0
O'Shea,7,0
Huijsen,7,0
O’Reilly,7,0
Chiesa,7,0
Gruda,7,0
Tosin,7,0
Ward-Prowse,7,1
Kilman,7,0
Doyle,7,0
Cairney,7,0
Reed,7,0
Diop,7,0
Roerslev,7,0
Yarmoliuk,7,0
Van de Ven,7,0
Bednarek,7,0
Aina,7,0
Bergvall,7,0
Stephens,7,0
Almirón,7,0
Phillips,7,0
Miley,7,0
Stones,7,0
Lewis,7,0
Walker,7,0
Tete,7,0
Vestergaard,7,0
Elliott,7,0
Morsy,7,0
Davis,7,0
Mainoo,7,0
Gomez,7,0
Lamptey,7,0
Robertson,7,0
Okoli,7,0
Tsimikas,7,0
Dorgu,7,
Danso,7,
Davies,7,0
Faes,7,0
Ricardo,7,0
Udogie,7,1
Kamara,7,0
F.Kadıoğlu,7,0
Disasi,7,0
Eriksen,7,0
André,7,1
Scarlett,7,0
Skipp,7,0
Hughes,7,0
Bree,7,0
White,7,0
Longstaff,7,0
Vinicius,7,0
Cajuste,7,0
Akanji,7,0
Edouard,7,0
Chilwell,7,0
Veltman,7,0
Webster,7,0
Boly,7,0
Y. Chermiti,7,0
George,7,
Sangaré,7,0
Mings,7,0
Manning,7,0
Dragusin,7,0
Bogarde,7,0
Butler-Oyedeji,7,0
Jensen,7,0
Gray,7,0
Livramento,7,0
Diego Carlos,7,0
Agbadou,7,
Smallbone,7,0
Lewis-Skelly,7,0
Philip,7,0
G.Rodríguez,7,0
Esse,7,
Yoro,7,0
Jebbison,7,0
Coleman,7,0
Pedro Lima,7,0
Brereton Díaz,7,0
Álvarez,7,0
H.Clarke,7,0
Obi,7,
Ugochukwu,7,0
Mheuka,7,
Dawson,7,1
L.Guilherme,7,0
Kiwior,7,0
Burgess,7,0
Burns,7,0
Coady,7,0
Renato Veiga,7,0
Hall,7,0
Fraser,7,0
Osula,7,0
Morato,7,0
Coulibaly,7,
Coufal,7,0
Mudryk,7,0
Alves,7,0
Dixon,7,0
Ream,7,0
Ogbene,7,0
Kaboré,7,0
Stansfield,7,0
Benda,7,0
J.Araujo,7,0
Harris,7,0
Godo,7,0
Leno,7,0
King,7,0
Berge,7,0
Todibo,7,0
Lankshear,7,0
Swinkels,7,0
Jørgensen,7,0
Moore,7,0
Meupiyou,7,0
Collyer,7,0
Metcalfe,7,0
Rushworth,7,0
G.Nunes,7,0
Setford,7,0
Nelson,7,0
Mbabu,7,0
Townsend,7,0
Oulad M'hand,7,0
Begovic,7,0
Dewsbury-Hall,7,0
Deivid,7,0
D.D.Fofana,7,0
Chukwuemeka,7,0
B.Traore,7,0
Zouma,7,0
N.Aguerd,7,0
Humphreys,7,0
Choudhury,7,0
Cannon,7,0
B.Soumaré,7,0
Cresswell,7,0
Sterling,7,0
Areola,7,0
Foderingham,7,0
Fabianski,7,0
Bentley,7,0
Clyne,7,0
Chadi Riad,7,0
Podence,7,0
Wiley,7,0
Pivas,7,0
Earthy,7,0
Paulsen,7,0
Brierley,7,0
Cornet,7,0
Ebiowei,7,0
Mykolenko,7,0
Maupay,7,0
J.Virginia,7,0
Iroegbunam,7,0
Holgate,7,0
Pickford,7,0
Patterson,7,0
Fábio Silva,7,0
Mosquera,7,0
King,7,0
Kalajdžić,7,0
Tuanzebe,7,0
Muric,7,0
Sánchez,7,0
Armstrong,7,0
Trevitt,7,0
Moran,7,0
Hoever,7,0
Hodge,7,0
H.Bueno,7,0
Gonzalez,7,0
Fraser,7,0
Woolfenden,7,0
Walton,7,0
José Sá,7,0
Frank,7,
Jorginho,7,0
Hein,7,0
Fábio Vieira,7,0
Raya,7,0
Ramsdale,7,0
Johnstone,7,0
Holding,7,0
Henderson,7,0
Ward,7,0
Rak-Sakyi,7,0
Ozoh,7,0
Matthews,7,0
Neto,7,0
Sousa,7,0
Sinisalo,7,0
Olsen,7,0
Nedeljkovic,7,0
C.Doucouré,7,0
Dobbin,7,0
Diaby,7,0
Dendoncker,7,0
Martinez,7,0
Marschall,7,0
Kesler-Hayden,7,0
O'Brien-Whitmarsh,7,
Nallo,7,
Kukonki,7,
Iling Jr,7,0
Cashin,7,
Vitor Reis,7,
Khusanov,7,
A. Garcia,7,
Ajayi,7,
Hause,7,0
Monga,7,
Charlie Tasker,7,
Gower,7,
Neave,7,
Dermot Mee,7,
Adu-Adjei,7,
Hennessey,7,
Djiga,7,
Mané,7,
Graczyk,7,
Samuels-Smith,7,
Morgan,7,
Koné,7,
Moorhouse,7,
Fredricson,7,
Gauci,7,0
Coby Ebere,7,
Anselmino,7,
Heath,7,
Willian,7,
Amougou,7,
Harrison,7,
Guardiola,7,
Davies,7,
Cahill,7,
Fletcher,7,
Kporha,7,0
Pond,7,0
Samuels,7,0
Nichols,7,0
Yogane,7,0
Jaros,7,0
Kabia,7,0
Heaven,7,0
Kacurri,7,0
Umeh-Chibueze,7,0
Amissah,7,
Zych,7,0
Young,7,0
Forbs,7,0
Meghoma,7,0
Orford,7,
King,7,
Dorrington,7,
Mubama,7,
Acheampong,7,
Wheatley,7,0
Rodney,7,0
Agbinone,7,0
J.Cuenca,7,0
Dennis,7,0
Casey,7,0
Williams-Barnett,7,
Brits,7,
Alleyne,7,
Harris,7,
Slater,7,
Hardy,7,
Olusesi,7,
Edozie,7,
McConville,7,
Rak-Sakyi,7,
Cartwright,7,
Scarles,7,
Marsh,7,
Wilson-Esbrand,7,
Amass,7,
Fitzgerald,7,
Nyoni,7,
Winterburn,7,
Mayers,7,
Tomiyasu,7,0
Tierney,7,0
Buendia,7,0
Anthony,7,0
Aarons,7,0
Kinsey,7,
Broggio,7,
Bates,7,
Simpson-Pusey,7,
Wright,7,
Maghoma,7,
Sarmiento,7,0
Peupion,7,0
Offiah,7,0
O’Mahony,7,0
Moder,7,0
Arrizabalaga,7,0
Ângelo,7,0
Andrey Santos,7,0
McTominay,7,0
Malacia,7,0
Milner,7,0
Mazilu,7,0
March,7,0
Grønbæk,7,
Undav,7,0
Steele,7,0
Akinmboni,7,
Okoduwa,7,
Jimoh,7,
Danns,7,
Wilson-Brown,7,
Rees-Dottin,7,
Abbott,7,
Arthur,7,
Tom Taylor,7,
Boniface,7,
Jay Robinson,7,
Kozlowski,7,0
Harness,7,0
Evans,7,0
Marcal,7,0
Bajcetic,7,0
A.Becker,7,0
Ward,7,0
Thomas,7,0
Endo,7,0
Rodrigo,7,0
Ortega Moreno,7,0
João Cancelo,7,0
Bayindir,7,0
Lindelof,7,0
Bergström,7,0
Hannibal,7,0
B.Badiashile,7,0
Kelleher,7,0
R.Williams,7,0
Quansah,7,0
N.Phillips,7,0
Morton,7,0
McConnell,7,0
Carson,7,0
Verbruggen,7,0
Casadei,7,0
Broja,7,0
Bettinelli,7,0
Heaton,7,0
Maresca,7,
Hürzeler,7,
Iraola,7,
Emery,7,
Silcott-Duberry,7,
McKenna,7,
Sherif,7,
Sadi,7,
Barrenechea,7,0
Alex Moreno,7,0
Zinchenko,7,0
Kayi Sanda,7,
Welington,7,
Jake Evans,7,
Kinsky,7,
Godfrey,7,
Gómez,7,
Soler,7,
Cassanova,7,
Eyestone,7,
Knight,7,
Kayode,7,
Porter,7,
Van Nistelrooy,7,
Silva,7,
N.Gonzalez,7,
Palmer,7,
Yang,7,
Olabade Aluko,7,
Harry Howell,7,
Freddie Simmonds,7,
Jack Henry-Francis,7,
Golding,7,0
Stolarczyk,7,0
Souttar,7,0
Genesis Antwi,7,
Benjamin Fredrick,7,
Echeverri,7,
Bobb,7,0
Aké,7,0
J.Alvarez,7,0
Glasner,7,
Kristiansen,7,0
Iversen,7,0
Hermansen,7,0
Arteta,7,
Pereira,7,
Potter,7,
Postecoglou,7,
Rusk,7,
Nuno,7,
Howe,7,
Amorim,7,
Slot,7,
McKenna,7,
Moyes,7,
Ederson M.,7,0
Charles,7,0
Whiteman,7,0
Vicario,7,0
Veliz,7,0
Bella-Kotchap,7,0
Devine,7,0
Bryan,7,0
Reguilón,7,0
Lo Celso,7,0
Højbjerg,7,0
Solomon,7,0
Hickey,7,0
Henry,7,0
Al-Hamadi,7,0
Dasilva,7,0
Forster,7,0
E.Royal,7,0
Worrall,7,0
Ui-jo,7,0
Turner,7,0
Toffolo,7,0
Sels,7,0
Panzo,7,0
Peart-Harris,7,0
Da Silva Moreira,7,0
C.Miguel,7,0
Bowler,7,0
Flekken,7,0
Zabarnyi,7,0
Travers,7,0
Smith,7,0
Ji-soo,7,0
Chirewa,7,0
Chiquinho,7,0
Mepham,7,0
Hill,7,0
H.Traorè,7,0
Faivre,7,0
Senesi,7,0
Marc Guiu,7,0
Ahamada,7,0
Edozie,7,0
Cundle,7,0
Chiwome,7,0
M.Sarr,7,0
Lukaku,7,0
Lavia,7,0
Kellyman,7,0
Gilchrist,7,0
Gallagher,7,0
Petrović,7,0
Bazunu,7,0
Amo-Ameyaw,7,0
Larios,7,0
Lallana,7,0
Edwards,7,0
W.Fofana,7,0
Lascelles,7,0
Cozier-Duberry,7,0
Barco,7,0
Baker-Boaitey,7,0
Igor,7,0
I.Osman,7,0
Gross,7,0
Gilmour,7,0
A.Murphy,7,0
Onyeka,7,0
Mee,7,0
Konak,7,0
Zanka,7,0
Omobamidele,7,0
Toney,7,0
Thiago,7,0
Dahoud,7,0
Edmundson,7,0
Slicker,7,0
Ndaba,7,0
Luongo,7,0
Ladapo,7,0
Pellistri,7,0
Onana,7,0
Doak,7,0
Clark,7,0
Baggott,7,0
Valdimarsson,7,0
O'Brien,7,0
O.Richards,7,0
Mighten,7,0
Wood,7,0
Taylor,7,0
Stewart,7,0
Wilson,7,0
White,7,0
Trippier,7,0
Haaland,8,0
M.Salah,8,1
Palmer,8,0
Isak,8,4
Cunha,8,0
Semenyo,8,1
Mbeumo,8,0
Wissa,8,0
Watkins,8,2
Wood,8,2
N.Jackson,8,1
Strand Larsen,8,1
Bowen,8,0
Raúl,8,2
Madueke,8,1
Delap,8,0
Evanilson,8,0
Garnacho,8,5
Kluivert,8,1
B.Fernandes,8,2
Luis Díaz,8,1
Mateta,8,1
Iwobi,8,0
Son,8,2
Eze,8,2
Mitoma,8,1
Solanke,8,0
I.Sarr,8,0
Vardy,8,1
Havertz,8,0
Savinho,8,1
Szoboszlai,8,1
Kudus,8,3
Trossard,8,0
Saka,8,0
João Pedro,8,0
Welbeck,8,2
Johnson,8,1
Schade,8,0
O.Dango,8,0
Gakpo,8,0
Rogers,8,1
Martinelli,8,1
Muniz,8,0
Elanga,8,0
Gordon,8,2
Enzo,8,0
Beto,8,0
Enciso,8,1
Gibbs-White,8,0
Hudson-Odoi,8,0
Calvert-Lewin,8,3
Maddison,8,0
Kulusevski,8,1
Foden,8,0
Barnes,8,0
Marmoush,8,
Hutchinson,8,0
Neto,8,0
Tavernier,8,1
J.Murphy,8,0
Ndiaye,8,2
Duran,8,0
Rashford,8,0
Lewis-Potter,8,0
Onuachu,8,0
Ødegaard,8,0
Souček,8,0
M.Fernandes,8,0
P.M.Sarr,8,0
Minteh,8,0
De Bruyne,8,0
Diogo J.,8,0
Mac Allister,8,0
Amad,8,0
Joelinton,8,0
Muñoz,8,0
Szmodics,8,0
Jones,8,2
Nketiah,8,2
Georginio,8,0
Christie,8,1
Tielemans,8,0
Kovačić,8,0
Darwin,8,0
Gvardiol,8,1
Nørgaard,8,1
Zirkzee,8,0
Nkunku,8,0
Adama,8,0
Baleba,8,0
Merino,8,0
Bernardo,8,1
Lindstrøm,8,0
Brooks,8,0
Buonanotte,8,1
Schär,8,0
M.Asensio,8,
Tonali,8,0
Smith Rowe,8,0
Archer,8,2
Højlund,8,1
Rice,8,0
Bruno G.,8,0
Dibling,8,1
De Ligt,8,0
A.Doucoure,8,0
Cucurella,8,0
Doku,8,0
Wilson,8,0
McNeil,8,1
Andreas,8,1
Yates,8,0
Nwaneri,8,0
Ndidi,8,0
J.Ayew,8,1
Pedro Porro,8,1
Romero,8,0
Armstrong,8,0
Kamaldeen,8,0
Sarabia,8,0
Aït-Nouri,8,0
Malen,8,
Alexander-Arnold,8,0
Casemiro,8,1
Damsgaard,8,0
Tel,8,
J.Gomes,8,0
Richarlison,8,0
Virgil,8,0
Jota Silva,8,0
Ayari,8,0
Guedes,8,0
Sessegnon,8,0
C.Soler,8,0
Milenković,8,0
Emerson,8,0
Enes Ünal,8,0
Lerma,8,0
G.Jesus,8,0
Aribo,8,3
Harwood-Bellis,8,0
Sancho,8,0
Thomas,8,0
Mavididi,8,0
Guéhi,8,0
Anderson,8,2
Dominguez,8,1
Adingra,8,0
Alcaraz,8,0
Estupiñan,8,0
Mangala,8,0
O'Riley,8,0
El Khannouss,8,0
N.Semedo,8,1
Calafiori,8,0
Pinnock,8,1
Hinshelwood,8,0
Collins,8,0
Sinisterra,8,0
Walker-Peters,8,0
N.Williams,8,0
Chalobah,8,0
Martinez,8,1
Broadhead,8,0
Justin,8,0
Harrison,8,0
Onana,8,0
Nelson,8,0
Bailey,8,0
Munetsi,8,
Maatsen,8,0
Wharton,8,0
McGinn,8,0
Gana,8,0
Gündogan,8,1
Mario Jr.,8,0
Füllkrug,8,0
Lacroix,8,0
João Félix,8,0
Sosa,8,0
Gabriel,8,0
Scott,8,0
Van Hecke,8,0
Dalot,8,1
Maguire,8,0
Van den Berg,8,0
Barkley,8,0
Gravenberch,8,0
Andersen,8,0
L.Paquetá,8,0
Mavropanos,8,0
Bellegarde,8,0
Kerkez,8,0
A.Fatawu,8,1
Ings,8,0
Jaden,8,0
C.Richards,8,0
Carvalho,8,0
Bentancur,8,0
Murillo,8,1
Rúben,8,1
Wan-Bissaka,8,0
Sugawara,8,0
Grealish,8,1
Ramsey,8,1
Bissouma,8,1
Awoniyi,8,0
Burn,8,0
Bassey,8,0
Taylor,8,1
Kamada,8,1
Summerville,8,0
J.Timber,8,0
Cash,8,0
Tarkowski,8,0
Daka,8,0
Wieffer,8,1
Greaves,8,0
Gusto,8,0
Janelt,8,0
Cook,8,0
Devenny,8,0
Hirst,8,0
Antonio,8,0
Winks,8,0
McAtee,8,0
Digne,8,1
Konaté,8,0
Konsa,8,0
De Cordova-Reid,8,0
Caicedo,8,0
S.Bueno,8,0
Johnson,8,0
Colwill,8,0
Downes,8,1
Castagne,8,0
R.Gomes,8,0
O'Brien,8,0
Doherty,8,0
James,8,0
Keane,8,1
Young,8,1
Branthwaite,8,0
Hee Chan,8,0
Ugarte,8,0
Ferguson,8,0
Antony,8,0
Matheus N.,8,0
Bradley,8,0
McAteer,8,0
Mount,8,0
Mazraoui,8,0
Chaplin,8,1
Willock,8,0
Dunk,8,0
Werner,8,1
Spence,8,0
Ajer,8,0
Garner,8,0
Pau,8,0
M.França,8,0
Odobert,8,0
J.Clarke,8,0
Saliba,8,0
Adams,8,0
Mitchell,8,0
Schlupp,8,1
Toti,8,0
Irving,8,0
Robinson,8,0
Lukić,8,0
O'Shea,8,0
Huijsen,8,0
O’Reilly,8,0
Chiesa,8,0
Gruda,8,0
Tosin,8,0
Ward-Prowse,8,0
Kilman,8,0
Doyle,8,0
Cairney,8,0
Reed,8,0
Diop,8,1
Roerslev,8,0
Yarmoliuk,8,0
Van de Ven,8,0
Bednarek,8,0
Aina,8,0
Bergvall,8,0
Stephens,8,0
Almirón,8,0
Phillips,8,0
Miley,8,0
Stones,8,1
Lewis,8,0
Walker,8,0
Tete,8,0
Vestergaard,8,0
Elliott,8,0
Morsy,8,0
Davis,8,0
Mainoo,8,0
Gomez,8,0
Lamptey,8,0
Robertson,8,0
Okoli,8,0
Tsimikas,8,0
Dorgu,8,
Danso,8,
Davies,8,0
Faes,8,0
Ricardo,8,0
Udogie,8,0
Kamara,8,0
F.Kadıoğlu,8,0
Disasi,8,0
Eriksen,8,0
André,8,0
Scarlett,8,0
Skipp,8,0
Hughes,8,0
Bree,8,0
White,8,0
Longstaff,8,0
Vinicius,8,0
Cajuste,8,0
Akanji,8,0
Edouard,8,0
Chilwell,8,0
Veltman,8,0
Webster,8,0
Boly,8,0
Y. Chermiti,8,0
George,8,
Sangaré,8,0
Mings,8,0
Manning,8,0
Dragusin,8,0
Bogarde,8,0
Butler-Oyedeji,8,0
Jensen,8,0
Gray,8,0
Livramento,8,0
Diego Carlos,8,0
Agbadou,8,
Smallbone,8,0
Lewis-Skelly,8,0
Philip,8,0
G.Rodríguez,8,0
Esse,8,
Yoro,8,0
Jebbison,8,0
Coleman,8,0
Pedro Lima,8,0
Brereton Díaz,8,0
Álvarez,8,0
H.Clarke,8,0
Obi,8,
Ugochukwu,8,0
Mheuka,8,
Dawson,8,0
L.Guilherme,8,0
Kiwior,8,0
Burgess,8,0
Burns,8,0
Coady,8,0
Renato Veiga,8,0
Hall,8,0
Fraser,8,0
Osula,8,0
Morato,8,0
Coulibaly,8,
Coufal,8,0
Mudryk,8,0
Alves,8,0
Dixon,8,0
Ream,8,0
Ogbene,8,0
Kaboré,8,0
Stansfield,8,0
Benda,8,0
J.Araujo,8,0
Harris,8,0
Godo,8,0
Leno,8,0
King,8,0
Berge,8,0
Todibo,8,0
Lankshear,8,0
Swinkels,8,0
Jørgensen,8,0
Moore,8,0
Meupiyou,8,0
Collyer,8,0
Metcalfe,8,0
Rushworth,8,0
G.Nunes,8,0
Setford,8,0
Nelson,8,0
Mbabu,8,0
Townsend,8,0
Oulad M'hand,8,0
Begovic,8,0
Dewsbury-Hall,8,0
Deivid,8,0
D.D.Fofana,8,0
Chukwuemeka,8,0
B.Traore,8,0
Zouma,8,0
N.Aguerd,8,0
Humphreys,8,0
Choudhury,8,0
Cannon,8,0
B.Soumaré,8,0
Cresswell,8,0
Sterling,8,0
Areola,8,0
Foderingham,8,0
Fabianski,8,0
Bentley,8,0
Clyne,8,0
Chadi Riad,8,0
Podence,8,0
Wiley,8,0
Pivas,8,0
Earthy,8,0
Paulsen,8,0
Brierley,8,0
Cornet,8,0
Ebiowei,8,0
Mykolenko,8,0
Maupay,8,0
J.Virginia,8,0
Iroegbunam,8,0
Holgate,8,0
Pickford,8,0
Patterson,8,0
Fábio Silva,8,0
Mosquera,8,0
King,8,0
Kalajdžić,8,0
Tuanzebe,8,0
Muric,8,0
Sánchez,8,0
Armstrong,8,0
Trevitt,8,0
Moran,8,0
Hoever,8,0
Hodge,8,0
H.Bueno,8,0
Gonzalez,8,0
Fraser,8,0
Woolfenden,8,0
Walton,8,0
José Sá,8,0
Frank,8,
Jorginho,8,0
Hein,8,0
Fábio Vieira,8,0
Raya,8,0
Ramsdale,8,0
Johnstone,8,0
Holding,8,0
Henderson,8,0
Ward,8,0
Rak-Sakyi,8,0
Ozoh,8,0
Matthews,8,0
Neto,8,0
Sousa,8,0
Sinisalo,8,0
Olsen,8,0
Nedeljkovic,8,0
C.Doucouré,8,0
Dobbin,8,0
Diaby,8,0
Dendoncker,8,0
Martinez,8,0
Marschall,8,0
Kesler-Hayden,8,0
O'Brien-Whitmarsh,8,
Nallo,8,
Kukonki,8,
Iling Jr,8,0
Cashin,8,
Vitor Reis,8,
Khusanov,8,
A. Garcia,8,
Ajayi,8,
Hause,8,0
Monga,8,
Charlie Tasker,8,
Gower,8,
Neave,8,
Dermot Mee,8,
Adu-Adjei,8,
Hennessey,8,
Djiga,8,
Mané,8,
Graczyk,8,
Samuels-Smith,8,
Morgan,8,
Koné,8,
Moorhouse,8,
Fredricson,8,
Gauci,8,0
Coby Ebere,8,
Anselmino,8,
Heath,8,
Willian,8,
Amougou,8,
Harrison,8,
Guardiola,8,
Davies,8,
Cahill,8,
Fletcher,8,0
Kporha,8,0
Pond,8,0
Samuels,8,0
Nichols,8,0
Yogane,8,0
Jaros,8,0
Kabia,8,0
Heaven,8,0
Kacurri,8,0
Umeh-Chibueze,8,0
Amissah,8,
Zych,8,0
Young,8,0
Forbs,8,0
Meghoma,8,0
Orford,8,
King,8,
Dorrington,8,
Mubama,8,
Acheampong,8,
Wheatley,8,0
Rodney,8,0
Agbinone,8,0
J.Cuenca,8,0
Dennis,8,0
Casey,8,0
Williams-Barnett,8,
Brits,8,
Alleyne,8,
Harris,8,
Slater,8,
Hardy,8,
Olusesi,8,
Edozie,8,
McConville,8,
Rak-Sakyi,8,
Cartwright,8,
Scarles,8,
Marsh,8,
Wilson-Esbrand,8,
Amass,8,
Fitzgerald,8,
Nyoni,8,
Winterburn,8,
Mayers,8,
Tomiyasu,8,0
Tierney,8,0
Buendia,8,0
Anthony,8,0
Aarons,8,0
Kinsey,8,
Broggio,8,
Bates,8,
Simpson-Pusey,8,
Wright,8,
Maghoma,8,
Sarmiento,8,0
Peupion,8,0
Offiah,8,0
O’Mahony,8,0
Moder,8,0
Arrizabalaga,8,0
Ângelo,8,0
Andrey Santos,8,0
McTominay,8,0
Malacia,8,0
Milner,8,0
Mazilu,8,0
March,8,0
Grønbæk,8,
Undav,8,0
Steele,8,0
Akinmboni,8,
Okoduwa,8,
Jimoh,8,
Danns,8,
Wilson-Brown,8,
Rees-Dottin,8,
Abbott,8,
Arthur,8,
Tom Taylor,8,
Boniface,8,
Jay Robinson,8,
Kozlowski,8,0
Harness,8,0
Evans,8,0
Marcal,8,0
Bajcetic,8,0
A.Becker,8,0
Ward,8,0
Thomas,8,0
Endo,8,0
Rodrigo,8,0
Ortega Moreno,8,0
João Cancelo,8,0
Bayindir,8,0
Lindelof,8,0
Bergström,8,0
Hannibal,8,0
B.Badiashile,8,0
Kelleher,8,0
R.Williams,8,0
Quansah,8,0
N.Phillips,8,0
Morton,8,0
McConnell,8,0
Carson,8,0
Verbruggen,8,0
Casadei,8,0
Broja,8,0
Bettinelli,8,0
Heaton,8,0
Maresca,8,
Hürzeler,8,
Iraola,8,
Emery,8,
Silcott-Duberry,8,
McKenna,8,
Sherif,8,
Sadi,8,
Barrenechea,8,0
Alex Moreno,8,0
Zinchenko,8,0
Kayi Sanda,8,
Welington,8,
Jake Evans,8,
Kinsky,8,
Godfrey,8,
Gómez,8,
Soler,8,
Cassanova,8,
Eyestone,8,
Knight,8,
Kayode,8,
Porter,8,
Van Nistelrooy,8,
Silva,8,
N.Gonzalez,8,
Palmer,8,
Yang,8,
Olabade Aluko,8,
Harry Howell,8,
Freddie Simmonds,8,
Jack Henry-Francis,8,
Golding,8,0
Stolarczyk,8,0
Souttar,8,0
Genesis Antwi,8,
Benjamin Fredrick,8,
Echeverri,8,
Bobb,8,0
Aké,8,0
J.Alvarez,8,0
Glasner,8,
Kristiansen,8,0
Iversen,8,0
Hermansen,8,0
Arteta,8,
Pereira,8,
Potter,8,
Postecoglou,8,
Rusk,8,
Nuno,8,
Howe,8,
Amorim,8,
Slot,8,
McKenna,8,
Moyes,8,
Ederson M.,8,0
Charles,8,0
Whiteman,8,0
Vicario,8,0
Veliz,8,0
Bella-Kotchap,8,0
Devine,8,0
Bryan,8,0
Reguilón,8,0
Lo Celso,8,0
Højbjerg,8,0
Solomon,8,0
Hickey,8,0
Henry,8,0
Al-Hamadi,8,0
Dasilva,8,0
Forster,8,0
E.Royal,8,0
Worrall,8,0
Ui-jo,8,0
Turner,8,0
Toffolo,8,0
Sels,8,0
Panzo,8,0
Peart-Harris,8,0
Da Silva Moreira,8,0
C.Miguel,8,0
Bowler,8,0
Flekken,8,0
Zabarnyi,8,0
Travers,8,0
Smith,8,0
Ji-soo,8,0
Chirewa,8,0
Chiquinho,8,0
Mepham,8,0
Hill,8,0
H.Traorè,8,0
Faivre,8,0
Senesi,8,0
Marc Guiu,8,0
Ahamada,8,0
Edozie,8,0
Cundle,8,0
Chiwome,8,0
M.Sarr,8,0
Lukaku,8,0
Lavia,8,0
Kellyman,8,0
Gilchrist,8,0
Gallagher,8,0
Petrović,8,0
Bazunu,8,0
Amo-Ameyaw,8,0
Larios,8,0
Lallana,8,0
Edwards,8,0
W.Fofana,8,0
Lascelles,8,0
Cozier-Duberry,8,0
Barco,8,0
Baker-Boaitey,8,0
Igor,8,0
I.Osman,8,0
Gross,8,0
Gilmour,8,0
A.Murphy,8,0
Onyeka,8,0
Mee,8,0
Konak,8,0
Zanka,8,0
Omobamidele,8,0
Toney,8,0
Thiago,8,0
Dahoud,8,0
Edmundson,8,0
Slicker,8,0
Ndaba,8,0
Luongo,8,0
Ladapo,8,0
Pellistri,8,0
Onana,8,0
Doak,8,0
Clark,8,0
Baggott,8,0
Valdimarsson,8,0
O'Brien,8,0
O.Richards,8,0
Mighten,8,0
Wood,8,0
Taylor,8,0
Stewart,8,0
Wilson,8,0
White,8,0
Trippier,8,0
Haaland,9,3
M.Salah,9,2
Palmer,9,1
Isak,9,1
Cunha,9,2
Semenyo,9,0
Mbeumo,9,3
Wissa,9,3
Watkins,9,2
Wood,9,2
N.Jackson,9,1
Strand Larsen,9,2
Bowen,9,1
Raúl,9,1
Madueke,9,2
Delap,9,1
Evanilson,9,1
Garnacho,9,0
Kluivert,9,1
