web_name,gw,shots
M.Salah,1,4
Semenyo,1,5
Palmer,1,2
Haaland,1,2
Cunha,1,1
Eze,1,7
Isak,1,0
Raúl,1,0
B.Fernandes,1,6
Garnacho,1,2
Watkins,1,0
Wissa,1,2
Bowen,1,0
Mbeumo,1,1
N.Jackson,1,1
Madueke,1,0
Kudus,1,2
Trossard,1,0
Luis Díaz,1,3
Delap,1,0
Szoboszlai,1,4
Evanilson,1,
O.Dango,1,1
Iwobi,1,1
Mateta,1,0
Solanke,1,3
Kluivert,1,0
Gordon,1,0
Wood,1,1
Saka,1,5
Son,1,1
Mitoma,1,4
Savinho,1,0
Strand Larsen,1,1
Gibbs-White,1,2
Johnson,1,2
Barnes,1,0
Rogers,1,2
Welbeck,1,2
Foden,1,0
Vardy,1,2
Havertz,1,5
Neto,1,1
Georginio,1,
Souček,1,5
Gakpo,1,0
Enzo,1,3
Tavernier,1,5
I.Sarr,1,0
De Bruyne,1,2
João Pedro,1,1
Calvert-Lewin,1,0
Diogo J.,1,3
Martinelli,1,1
Kulusevski,1,0
Schade,1,1
Joelinton,1,2
Alexander-Arnold,1,1
Ødegaard,1,1
Rice,1,1
J.Murphy,1,0
Muniz,1,2
Enciso,1,0
Baleba,1,0
Amad,1,0
L.Paquetá,1,1
Maddison,1,1
Bruno G.,1,0
M.Fernandes,1,
Mac Allister,1,2
Elanga,1,1
Kovačić,1,2
Pedro Porro,1,1
Hudson-Odoi,1,2
Tielemans,1,2
Gvardiol,1,1
Andreas,1,0
Marmoush,1,
Nketiah,1,0
Adama,1,3
Hutchinson,1,3
Anderson,1,0
Beto,1,0
Rashford,1,0
Smith Rowe,1,0
Buonanotte,1,0
Nørgaard,1,0
Ndiaye,1,0
N.Williams,1,1
Christie,1,0
J.Gomes,1,0
Onuachu,1,0
Damsgaard,1,0
Aït-Nouri,1,1
Yates,1,3
Merino,1,
Muñoz,1,0
Darwin,1,0
Jones,1,0
Duran,1,2
P.M.Sarr,1,1
Tonali,1,0
A.Doucoure,1,1
Wilson,1,0
Schär,1,1
Bernardo,1,2
Lindstrøm,1,0
Dibling,1,0
J.Ayew,1,1
Minteh,1,0
Casemiro,1,3
Bailey,1,3
Archer,1,2
Zirkzee,1,1
Lewis-Potter,1,0
Harrison,1,3
Gana,1,1
Milenković,1,0
Armstrong,1,5
Mavididi,1,0
Adingra,1,2
McGinn,1,2
Lacroix,1,
Højlund,1,0
Nkunku,1,1
Kamaldeen,1,0
Ayari,1,0
Gündogan,1,
Justin,1,1
Lerma,1,0
Doku,1,2
C.Soler,1,
Tete,1,2
Thomas,1,1
Dalot,1,0
Sancho,1,0
Murillo,1,0
Virgil,1,0
McNeil,1,0
El Khannouss,1,
Cucurella,1,0
Gabriel,1,1
Nwaneri,1,0
Gusto,1,0
Brooks,1,0
Jota Silva,1,0
Estupiñan,1,0
Bentancur,1,3
Szmodics,1,0
G.Jesus,1,0
Ndidi,1,2
Walker-Peters,1,2
Alcaraz,1,1
João Félix,1,
O'Riley,1,
Bellegarde,1,1
Antonio,1,2
Guedes,1,0
Enes Ünal,1,0
O'Shea,1,
M.Asensio,1,
Tel,1,
Harwood-Bellis,1,0
Jaden,1,1
Hughes,1,0
Dominguez,1,0
Caicedo,1,1
Mavropanos,1,1
Burn,1,0
Gravenberch,1,0
Ugarte,1,
De Ligt,1,0
Konaté,1,0
Ramsey,1,1
Kerkez,1,0
Martinez,1,0
Chalobah,1,0
Aribo,1,1
Rúben,1,0
Mario Jr.,1,0
Collins,1,1
Kamada,1,0
Taylor,1,1
Sarabia,1,1
Onana,1,1
Andersen,1,1
Willock,1,0
Colwill,1,0
Huijsen,1,0
Van Hecke,1,0
Emerson,1,1
Robinson,1,0
Romero,1,1
Mangala,1,
Maatsen,1,0
Grealish,1,0
Van den Berg,1,0
Wan-Bissaka,1,0
Richarlison,1,1
N.Semedo,1,0
Daka,1,0
Munetsi,1,
Barkley,1,0
Lukić,1,0
Tarkowski,1,1
Hinshelwood,1,0
Bassey,1,2
Summerville,1,0
Cook,1,0
Janelt,1,2
J.Clarke,1,
J.Timber,1,1
Davis,1,0
Ings,1,1
Guéhi,1,0
A.Fatawu,1,0
Füllkrug,1,0
Sugawara,1,0
Mazraoui,1,0
Robertson,1,0
Digne,1,0
Mainoo,1,1
Sinisterra,1,2
Scott,1,0
Sessegnon,1,0
Ferguson,1,0
Chaplin,1,0
Maguire,1,0
Malen,1,
Mykolenko,1,0
Dunk,1,1
Carvalho,1,0
McAtee,1,0
Tosin,1,0
Wharton,1,3
Sosa,1,
Faes,1,0
Kilman,1,0
Mitchell,1,1
Brereton Díaz,1,2
Elliott,1,0
Bergvall,1,1
Nelson,1,0
Hall,1,0
Álvarez,1,0
Cash,1,0
Mount,1,1
Odobert,1,0
Bissouma,1,0
Akanji,1,0
Spence,1,0
C.Richards,1,0
Zabarnyi,1,0
Pinnock,1,1
Winks,1,0
Broadhead,1,0
Cajuste,1,
Downes,1,1
Doherty,1,2
Calafiori,1,0
Lewis,1,0
Phillips,1,0
Awoniyi,1,1
Eriksen,1,0
Sterling,1,0
Morsy,1,0
Mings,1,0
Dorgu,1,
Aina,1,1
Doyle,1,0
Ugochukwu,1,0
Yarmoliuk,1,0
Burgess,1,0
Hirst,1,0
Bradley,1,2
Konsa,1,1
Ward-Prowse,1,0
James,1,0
McAteer,1,1
Greaves,1,2
Werner,1,0
Adams,1,0
André,1,
Devenny,1,
Ajer,1,1
Pau,1,0
Keane,1,1
Wieffer,1,0
Branthwaite,1,0
Castagne,1,0
G.Rodríguez,1,1
N.Gonzalez,1,
De Cordova-Reid,1,1
Garner,1,0
B.Soumaré,1,0
Burns,1,0
Kamara,1,0
Willian,1,
Matheus N.,1,0
Manning,1,0
Johnson,1,0
Toti,1,0
C.Doucouré,1,0
White,1,2
Danso,1,
Longstaff,1,0
Saliba,1,0
Van de Ven,1,0
Jensen,1,0
Agbadou,1,
Young,1,0
Almirón,1,0
Smallbone,1,4
O’Reilly,1,0
Antony,1,0
Alex Moreno,1,0
Zinchenko,1,0
Hill,1,0
Lamptey,1,0
R.Gomes,1,1
S.Bueno,1,0
Veltman,1,0
Philip,1,0
Dragusin,1,0
Cairney,1,0
Iroegbunam,1,2
Hee Chan,1,0
O'Brien,1,0
Buendia,1,0
Walker,1,0
Edouard,1,1
Livramento,1,0
Udogie,1,0
Davies,1,0
Gómez,1,
Wilson,1,0
Dawson,1,0
Bednarek,1,0
Roerslev,1,0
Yoro,1,0
Diop,1,0
Coufal,1,0
Schlupp,1,0
Skipp,1,0
Tsimikas,1,0
Diego Carlos,1,0
F.Kadıoğlu,1,
Chiesa,1,
Okoli,1,0
Gruda,1,0
Disasi,1,0
Tuanzebe,1,1
Stephens,1,0
Irving,1,0
Broja,1,0
Al-Hamadi,1,0
Bree,1,0
Todibo,1,0
Scarles,1,
Miley,1,0
Aké,1,0
Gomez,1,0
Kelly,1,0
George,1,
Welington,1,
Smith,1,0
M.França,1,0
Lallana,1,0
Y. Chermiti,1,0
W.Fofana,1,1
Reed,1,0
Stewart,1,0
Vestergaard,1,0
Thomas,1,0
Renato Veiga,1,0
Osula,1,0
L.Guilherme,1,0
Cresswell,1,0
Kristiansen,1,0
Trippier,1,0
Moore,1,0
Kiwior,1,0
A. Garcia,1,
Grønbæk,1,
Milner,1,0
Berge,1,
Jebbison,1,0
Jorginho,1,0
Ricardo,1,0
Stones,1,0
Wood,1,0
Coulibaly,1,
Acheampong,1,
March,1,0
Chilwell,1,0
Obi,1,
Clyne,1,0
Lewis-Skelly,1,0
Forbs,1,
Morato,1,
Mosquera,1,0
Toffolo,1,1
Dewsbury-Hall,1,0
Coady,1,0
Sangaré,1,0
Lavia,1,0
Reguilón,1,0
Cornet,1,0
Mheuka,1,
Senesi,1,0
McTominay,1,0
Evans,1,0
Boly,1,1
Scarlett,1,0
Butler-Oyedeji,1,
Bella-Kotchap,1,0
Maghoma,1,
Amo-Ameyaw,1,1
Vinicius,1,0
Agbinone,1,
Gray,1,0
Henderson,1,0
Patterson,1,0
Collyer,1,0
Igor,1,0
H.Clarke,1,0
Mubama,1,
Gilmour,1,0
Quansah,1,0
Woolfenden,1,0
Orford,1,
Amass,1,
Webster,1,0
Tierney,1,0
Tomiyasu,1,0
King,1,0
Khusanov,1,
Pedro Lima,1,0
Bogarde,1,0
Mudryk,1,0
Arrizabalaga,1,0
J.Cuenca,1,0
Shaw,1,0
Coleman,1,0
Armstrong,1,0
Krafth,1,0
Thiago,1,0
Kayode,1,
Esse,1,
Botman,1,0
Townsend,1,0
Podence,1,1
Konak,1,0
Fraser,1,0
Cahill,1,
Godo,1,0
Lankshear,1,0
Davies,1,
I.Osman,1,0
Alves,1,0
Gross,1,0
Onyeka,1,0
Kporha,1,
Toney,1,0
Pond,1,
Samuels,1,
Nichols,1,
Valdimarsson,1,0
Yogane,1,
Moran,1,0
Wilson-Esbrand,1,
Zanka,1,0
Baker-Boaitey,1,0
Barco,1,0
Fitzgerald,1,
Trevitt,1,0
Simpson-Pusey,1,
Wright,1,
Jaros,1,
Casadei,1,0
Mepham,1,0
Bettinelli,1,0
Neto,1,0
Paulsen,1,0
Travers,1,0
Brierley,1,0
Dasilva,1,0
Bergström,1,0
Flekken,1,0
B.Badiashile,1,0
G.Nunes,1,
Meupiyou,1,
Oulad M'hand,1,
Setford,1,
Cozier-Duberry,1,0
Mee,1,0
Jørgensen,1,0
Dahoud,1,0
Ogbene,1,
Dixon,1,
Kaboré,1,
J.Araujo,1,0
Swinkels,1,
Dennis,1,0
Nelson,1,0
Rushworth,1,0
Metcalfe,1,0
Andrey Santos,1,0
Ângelo,1,0
H.Traorè,1,0
Faivre,1,0
Begovic,1,
Dobbin,1,0
Diaby,1,0
Iraola,1,
Djiga,1,
Barrenechea,1,0
Raya,1,0
Ramsdale,1,0
Morgan,1,
Koné,1,
Moorhouse,1,
Fredricson,1,
Peart-Harris,1,0
Anselmino,1,
Heath,1,
Dermot Mee,1,
Genesis Antwi,1,
Benjamin Fredrick,1,
Echeverri,1,
Mané,1,
Graczyk,1,
Samuels-Smith,1,
Hein,1,0
Harry Howell,1,
Coby Ebere,1,
Yang,1,
Kinsky,1,
Godfrey,1,
Soler,1,
Akinmboni,1,
Okoduwa,1,
Jimoh,1,
Ajayi,1,
Silcott-Duberry,1,
McKenna,1,
Sherif,1,
Gauci,1,0
Adu-Adjei,1,
Hennessey,1,
Dendoncker,1,0
Guardiola,1,
Arteta,1,
Vitor Reis,1,
Olabade Aluko,1,
Marschall,1,0
Kesler-Hayden,1,0
Iling Jr,1,0
Hause,1,0
Sadi,1,
O'Brien-Whitmarsh,1,
Danns,1,
Wilson-Brown,1,
Rees-Dottin,1,
Abbott,1,
Arthur,1,
Brits,1,
Alleyne,1,
Harris,1,
Rodney,1,
Umeh-Chibueze,1,
Freddie Simmonds,1,
Zych,1,
Ji-soo,1,0
Hickey,1,0
Henry,1,0
Kabia,1,
Heaven,1,
Kacurri,1,
Young,1,
Meghoma,1,
Wheatley,1,
Fletcher,1,
Casey,1,
Jack Henry-Francis,1,
Monga,1,
Charlie Tasker,1,
Gower,1,
Neave,1,
Hardy,1,
Olusesi,1,
Edozie,1,
McConville,1,
Kinsey,1,
Broggio,1,
Cartwright,1,
Marsh,1,
Nallo,1,
Kukonki,1,
Amissah,1,
Williams-Barnett,1,
Nyoni,1,
Winterburn,1,
Mayers,1,
Slater,1,
King,1,
Dorrington,1,
Rak-Sakyi,1,
Bates,1,
Panzo,1,0
Omobamidele,1,0
O'Brien,1,0
O.Richards,1,0
Mighten,1,0
Marcal,1,0
Iversen,1,0
Hermansen,1,0
Golding,1,0
Worrall,1,0
Mazilu,1,0
Turner,1,0
Rodrigo,1,0
Ortega Moreno,1,0
João Cancelo,1,0
Tom Taylor,1,
Boniface,1,
Jay Robinson,1,
Jake Evans,1,
Onana,1,0
Malacia,1,0
Lindelof,1,0
Ui-jo,1,0
Mara,1,0
Lumley,1,0
Ndaba,1,0
Luongo,1,0
Ladapo,1,0
Humphreys,1,0
Harness,1,0
Edmundson,1,0
Baggott,1,0
Ederson M.,1,0
Carson,1,0
Sels,1,0
R.Williams,1,0
N.Phillips,1,0
Morton,1,0
McConnell,1,0
Dennis,1,0
Danilo,1,0
Da Silva Moreira,1,0
C.Miguel,1,0
Bowler,1,0
White,1,0
J.Alvarez,1,0
Bobb,1,0
Slot,1,
McKenna,1,
Moyes,1,
Glasner,1,
Maresca,1,
Hürzeler,1,
Van Nistelrooy,1,
Silva,1,
Frank,1,
Pereira,1,
Potter,1,
Heaton,1,0
Rusk,1,
Nuno,1,
Martinez,1,0
Cashin,1,
Harrison,1,
Cassanova,1,
Eyestone,1,
Knight,1,
Porter,1,
Fábio Vieira,1,0
Palmer,1,
Postecoglou,1,
Hannibal,1,0
Bayindir,1,0
Hayden,1,0
Dúbravka,1,0
A.Murphy,1,0
Pellistri,1,0
Kelleher,1,0
Targett,1,0
Ruddy,1,0
Pope,1,0
Odysseas,1,0
Amorim,1,
Lascelles,1,0
Kuol,1,0
Kayi Sanda,1,
Emery,1,
Anthony,1,0
Aarons,1,0
Sousa,1,0
Sinisalo,1,0
Olsen,1,0
Nedeljkovic,1,0
Howe,1,
Lewis,1,0
O’Mahony,1,0
Moder,1,0
Ward,1,0
Rak-Sakyi,1,0
Ozoh,1,0
Matthews,1,0
Johnstone,1,0
Holding,1,0
Ebiowei,1,0
Zouma,1,0
N.Aguerd,1,0
McCarthy,1,0
Fabianski,1,0
Earthy,1,0
Areola,1,0
D.D.Fofana,1,0
Chukwuemeka,1,0
Cundle,1,0
Chiwome,1,0
Chirewa,1,0
Chiquinho,1,0
Bentley,1,0
B.Traore,1,0
Foderingham,1,0
Gonzalez,1,0
Fraser,1,0
Fábio Silva,1,0
Ahamada,1,0
Sánchez,1,0
Petrović,1,0
Marc Guiu,1,0
King,1,0
Kalajdžić,1,0
José Sá,1,0
Hoever,1,0
Offiah,1,0
H.Bueno,1,0
Amougou,1,
Kozlowski,1,0
Wiley,1,0
Pivas,1,0
Muric,1,0
Verbruggen,1,0
Undav,1,0
Steele,1,0
Sarmiento,1,0
Peupion,1,0
Hodge,1,0
Stansfield,1,0
Chadi Riad,1,0
Whiteman,1,0
Vicario,1,0
Veliz,1,0
Solomon,1,0
Endo,1,0
Doak,1,0
Clark,1,0
Bajcetic,1,0
A.Becker,1,0
M.Sarr,1,0
Stolarczyk,1,0
Souttar,1,0
Lis,1,0
Larios,1,0
Edwards,1,0
Edozie,1,0
Charles,1,0
Bazunu,1,0
Austin,1,0
A.Phillips,1,0
Taylor,1,0
Ward,1,0
Lukaku,1,0
Kellyman,1,0
Gilchrist,1,0
Gallagher,1,0
M.Salah,2,3
Semenyo,2,7
Palmer,2,5
Haaland,2,7
Cunha,2,4
Eze,2,5
Isak,2,5
Raúl,2,0
B.Fernandes,2,1
Garnacho,2,1
Watkins,2,2
Wissa,2,0
Bowen,2,1
Mbeumo,2,1
N.Jackson,2,1
Madueke,2,6
Kudus,2,2
Trossard,2,3
Luis Díaz,2,3
Delap,2,0
Szoboszlai,2,1
Evanilson,2,3
O.Dango,2,1
Iwobi,2,2
Mateta,2,1
Solanke,2,0
Kluivert,2,1
Gordon,2,2
Wood,2,3
Saka,2,1
Son,2,3
Mitoma,2,0
Savinho,2,0
Strand Larsen,2,2
Gibbs-White,2,4
Johnson,2,1
Barnes,2,1
Rogers,2,3
Welbeck,2,3
Foden,2,0
Vardy,2,0
Havertz,2,1
Neto,2,0
Georginio,2,0
Souček,2,3
Gakpo,2,1
Enzo,2,0
Tavernier,2,2
I.Sarr,2,1
De Bruyne,2,4
João Pedro,2,3
Calvert-Lewin,2,1
Diogo J.,2,4
Martinelli,2,0
Kulusevski,2,0
Schade,2,0
Joelinton,2,1
Alexander-Arnold,2,2
Ødegaard,2,1
Rice,2,1
J.Murphy,2,0
Muniz,2,7
Enciso,2,1
Baleba,2,0
Amad,2,2
L.Paquetá,2,3
Maddison,2,3
Bruno G.,2,2
M.Fernandes,2,0
Mac Allister,2,0
Elanga,2,2
Kovačić,2,0
Pedro Porro,2,1
Hudson-Odoi,2,1
Tielemans,2,0
Gvardiol,2,0
Andreas,2,2
Marmoush,2,
Nketiah,2,0
Adama,2,3
Hutchinson,2,0
Anderson,2,2
Beto,2,0
Rashford,2,0
Smith Rowe,2,2
Buonanotte,2,0
Nørgaard,2,1
Ndiaye,2,1
N.Williams,2,5
Christie,2,0
J.Gomes,2,1
Onuachu,2,0
Damsgaard,2,0
Aït-Nouri,2,1
Yates,2,1
Merino,2,
Muñoz,2,0
Darwin,2,0
Jones,2,0
Duran,2,1
P.M.Sarr,2,0
Tonali,2,0
A.Doucoure,2,1
Wilson,2,0
Schär,2,0
Bernardo,2,1
Lindstrøm,2,1
Dibling,2,0
J.Ayew,2,1
Minteh,2,2
Casemiro,2,3
Bailey,2,1
Archer,2,0
Zirkzee,2,0
Lewis-Potter,2,2
Harrison,2,2
Gana,2,0
Milenković,2,3
Armstrong,2,1
Mavididi,2,0
Adingra,2,1
McGinn,2,0
Lacroix,2,
Højlund,2,0
Nkunku,2,0
Kamaldeen,2,0
Ayari,2,1
Gündogan,2,0
Justin,2,0
Lerma,2,1
Doku,2,0
C.Soler,2,
Tete,2,2
Thomas,2,2
Dalot,2,1
Sancho,2,0
Murillo,2,0
Virgil,2,1
McNeil,2,1
El Khannouss,2,
Cucurella,2,0
Gabriel,2,0
Nwaneri,2,0
Gusto,2,0
Brooks,2,0
Jota Silva,2,0
Estupiñan,2,0
Bentancur,2,0
Szmodics,2,1
G.Jesus,2,0
Ndidi,2,1
Walker-Peters,2,3
Alcaraz,2,0
João Félix,2,2
O'Riley,2,
Bellegarde,2,0
Antonio,2,2
Guedes,2,0
Enes Ünal,2,0
O'Shea,2,
M.Asensio,2,
Tel,2,
Harwood-Bellis,2,0
Jaden,2,0
Hughes,2,0
Dominguez,2,1
Caicedo,2,0
Mavropanos,2,0
Burn,2,2
Gravenberch,2,0
Ugarte,2,
De Ligt,2,0
Konaté,2,2
Ramsey,2,1
Kerkez,2,0
Martinez,2,0
Chalobah,2,0
Aribo,2,0
Rúben,2,0
Mario Jr.,2,1
Collins,2,2
Kamada,2,0
Taylor,2,0
Sarabia,2,1
Onana,2,2
Andersen,2,0
Willock,2,1
Colwill,2,0
Huijsen,2,0
Van Hecke,2,0
Emerson,2,0
Robinson,2,0
Romero,2,3
Mangala,2,
Maatsen,2,0
Grealish,2,1
Van den Berg,2,0
Wan-Bissaka,2,0
Richarlison,2,0
N.Semedo,2,0
Daka,2,0
Munetsi,2,
Barkley,2,1
Lukić,2,0
Tarkowski,2,3
Hinshelwood,2,0
Bassey,2,0
Summerville,2,0
Cook,2,0
Janelt,2,0
J.Clarke,2,
J.Timber,2,0
Davis,2,0
Ings,2,0
Guéhi,2,0
A.Fatawu,2,3
Füllkrug,2,2
Sugawara,2,1
Mazraoui,2,0
Robertson,2,2
Digne,2,0
Mainoo,2,0
Sinisterra,2,1
Scott,2,1
Sessegnon,2,0
Ferguson,2,0
Chaplin,2,0
Maguire,2,1
Malen,2,
Mykolenko,2,0
Dunk,2,0
Carvalho,2,0
McAtee,2,0
Tosin,2,0
Wharton,2,1
Sosa,2,0
Faes,2,3
Kilman,2,1
Mitchell,2,0
Brereton Díaz,2,0
Elliott,2,0
Bergvall,2,0
Nelson,2,0
Hall,2,0
Álvarez,2,1
Cash,2,0
Mount,2,1
Odobert,2,1
Bissouma,2,1
Akanji,2,0
Spence,2,0
C.Richards,2,1
Zabarnyi,2,0
Pinnock,2,0
Winks,2,0
Broadhead,2,0
Cajuste,2,0
Downes,2,0
Doherty,2,0
Calafiori,2,0
Lewis,2,1
Phillips,2,0
Awoniyi,2,0
Eriksen,2,0
Sterling,2,0
Morsy,2,0
Mings,2,0
Dorgu,2,
Aina,2,0
Doyle,2,0
Ugochukwu,2,0
Yarmoliuk,2,0
Burgess,2,0
Hirst,2,0
Bradley,2,0
Konsa,2,0
Ward-Prowse,2,0
James,2,0
McAteer,2,0
Greaves,2,0
Werner,2,0
Adams,2,0
André,2,
Devenny,2,
Ajer,2,0
Pau,2,0
Keane,2,0
Wieffer,2,0
Branthwaite,2,0
Castagne,2,0
G.Rodríguez,2,2
N.Gonzalez,2,
De Cordova-Reid,2,1
Garner,2,0
B.Soumaré,2,0
Burns,2,0
Kamara,2,0
Willian,2,
Matheus N.,2,0
Manning,2,0
Johnson,2,0
Toti,2,0
C.Doucouré,2,0
White,2,0
Danso,2,
Longstaff,2,0
Saliba,2,0
Van de Ven,2,0
Jensen,2,1
Agbadou,2,
Young,2,0
Almirón,2,0
Smallbone,2,0
O’Reilly,2,0
Antony,2,0
Alex Moreno,2,0
Zinchenko,2,0
Hill,2,0
Lamptey,2,0
R.Gomes,2,1
S.Bueno,2,0
Veltman,2,0
Philip,2,0
Dragusin,2,0
Cairney,2,0
Iroegbunam,2,0
Hee Chan,2,0
O'Brien,2,0
Buendia,2,0
Walker,2,0
Edouard,2,4
Livramento,2,0
Udogie,2,0
Davies,2,0
Gómez,2,
Wilson,2,0
Dawson,2,0
Bednarek,2,0
Roerslev,2,1
Yoro,2,0
Diop,2,0
Coufal,2,1
Schlupp,2,0
Skipp,2,0
Tsimikas,2,0
Diego Carlos,2,0
F.Kadıoğlu,2,
Chiesa,2,
Okoli,2,0
Gruda,2,0
Disasi,2,0
Tuanzebe,2,0
Stephens,2,0
Irving,2,0
Broja,2,0
Al-Hamadi,2,0
Bree,2,0
Todibo,2,0
Scarles,2,
Miley,2,0
Aké,2,0
Gomez,2,0
Kelly,2,0
George,2,
Welington,2,
Smith,2,0
M.França,2,0
Lallana,2,0
Y. Chermiti,2,0
W.Fofana,2,0
Reed,2,0
Stewart,2,0
Vestergaard,2,1
Thomas,2,0
Renato Veiga,2,0
Osula,2,0
L.Guilherme,2,0
Cresswell,2,0
Kristiansen,2,0
Trippier,2,0
Moore,2,0
Kiwior,2,0
A. Garcia,2,
Grønbæk,2,
Milner,2,2
Berge,2,0
Jebbison,2,0
Jorginho,2,0
Ricardo,2,0
Stones,2,0
Wood,2,0
Coulibaly,2,
Acheampong,2,
March,2,0
Chilwell,2,0
Obi,2,
Clyne,2,0
Lewis-Skelly,2,0
Forbs,2,
Morato,2,
Mosquera,2,1
Toffolo,2,0
Dewsbury-Hall,2,0
Coady,2,0
Sangaré,2,1
Lavia,2,0
Reguilón,2,0
Cornet,2,0
Mheuka,2,
Senesi,2,0
McTominay,2,1
Evans,2,0
Boly,2,0
Scarlett,2,0
Butler-Oyedeji,2,
Bella-Kotchap,2,0
Maghoma,2,
Amo-Ameyaw,2,0
Vinicius,2,0
Agbinone,2,
Gray,2,0
Henderson,2,0
Patterson,2,0
Collyer,2,0
Igor,2,0
H.Clarke,2,0
Mubama,2,
Gilmour,2,1
Quansah,2,0
Woolfenden,2,0
Orford,2,
Amass,2,
Webster,2,0
Tierney,2,0
Tomiyasu,2,0
King,2,0
Khusanov,2,
Pedro Lima,2,0
Bogarde,2,0
Mudryk,2,0
Arrizabalaga,2,0
J.Cuenca,2,0
Shaw,2,0
Coleman,2,0
Armstrong,2,0
Krafth,2,0
Thiago,2,0
Kayode,2,
Esse,2,
Botman,2,0
Townsend,2,0
Podence,2,0
Konak,2,0
Fraser,2,0
Cahill,2,
Godo,2,0
Lankshear,2,0
Davies,2,
I.Osman,2,0
Alves,2,0
Gross,2,0
Onyeka,2,0
Kporha,2,
Toney,2,0
Pond,2,
Samuels,2,
Nichols,2,
Valdimarsson,2,0
Yogane,2,
Moran,2,0
Wilson-Esbrand,2,
Zanka,2,0
Baker-Boaitey,2,0
Barco,2,0
Fitzgerald,2,
Trevitt,2,0
Simpson-Pusey,2,
Wright,2,
Jaros,2,
Casadei,2,0
Mepham,2,0
Bettinelli,2,0
Neto,2,0
Paulsen,2,0
Travers,2,0
Brierley,2,0
Dasilva,2,0
Bergström,2,0
Flekken,2,0
B.Badiashile,2,0
G.Nunes,2,
Meupiyou,2,
Oulad M'hand,2,
Setford,2,
Cozier-Duberry,2,0
Mee,2,0
Jørgensen,2,0
Dahoud,2,0
Ogbene,2,
Dixon,2,0
Kaboré,2,0
J.Araujo,2,0
Swinkels,2,
Dennis,2,0
Nelson,2,0
Rushworth,2,0
Metcalfe,2,0
Andrey Santos,2,0
Ângelo,2,0
H.Traorè,2,0
Faivre,2,0
Begovic,2,0
Dobbin,2,0
Diaby,2,0
Iraola,2,
Djiga,2,
Barrenechea,2,0
Raya,2,0
Ramsdale,2,0
Morgan,2,
Koné,2,
Moorhouse,2,
Fredricson,2,
Peart-Harris,2,0
Anselmino,2,
Heath,2,
Dermot Mee,2,
Genesis Antwi,2,
Benjamin Fredrick,2,
Echeverri,2,
Mané,2,
Graczyk,2,
Samuels-Smith,2,
Hein,2,0
Harry Howell,2,
Coby Ebere,2,
Yang,2,
Kinsky,2,
Godfrey,2,
Soler,2,
Akinmboni,2,
Okoduwa,2,
Jimoh,2,
Ajayi,2,
Silcott-Duberry,2,
McKenna,2,
Sherif,2,
Gauci,2,0
Adu-Adjei,2,
Hennessey,2,
Dendoncker,2,0
Guardiola,2,
Arteta,2,
Vitor Reis,2,
Olabade Aluko,2,
Marschall,2,0
Kesler-Hayden,2,0
Iling Jr,2,0
Hause,2,0
Sadi,2,
O'Brien-Whitmarsh,2,
Danns,2,
Wilson-Brown,2,
Rees-Dottin,2,
Abbott,2,
Arthur,2,
Brits,2,
Alleyne,2,
Harris,2,
Rodney,2,
Umeh-Chibueze,2,
Freddie Simmonds,2,
Zych,2,
Ji-soo,2,0
Hickey,2,0
Henry,2,0
Kabia,2,
Heaven,2,
Kacurri,2,
Young,2,
Meghoma,2,
Wheatley,2,
Fletcher,2,
Casey,2,
Jack Henry-Francis,2,
Monga,2,
Charlie Tasker,2,
Gower,2,
Neave,2,
Hardy,2,
Olusesi,2,
Edozie,2,
McConville,2,
Kinsey,2,
Broggio,2,
Cartwright,2,
Marsh,2,
Nallo,2,
Kukonki,2,
Amissah,2,
Williams-Barnett,2,
Nyoni,2,
Winterburn,2,
Mayers,2,
Slater,2,
King,2,
Dorrington,2,
Rak-Sakyi,2,
Bates,2,
Panzo,2,0
Omobamidele,2,0
O'Brien,2,0
O.Richards,2,0
Mighten,2,0
Marcal,2,0
Iversen,2,0
Hermansen,2,0
Golding,2,0
Worrall,2,0
Mazilu,2,0
Turner,2,0
Rodrigo,2,0
Ortega Moreno,2,0
João Cancelo,2,0
Tom Taylor,2,
Boniface,2,
Jay Robinson,2,
Jake Evans,2,
Onana,2,0
Malacia,2,0
Lindelof,2,0
Ui-jo,2,0
Mara,2,0
Lumley,2,0
Ndaba,2,0
Luongo,2,0
Ladapo,2,0
Humphreys,2,0
Harness,2,0
Edmundson,2,0
Baggott,2,0
Ederson M.,2,0
Carson,2,0
Sels,2,0
R.Williams,2,0
N.Phillips,2,0
Morton,2,0
McConnell,2,0
Dennis,2,0
Danilo,2,0
Da Silva Moreira,2,0
C.Miguel,2,0
Bowler,2,0
White,2,0
J.Alvarez,2,0
Bobb,2,0
Slot,2,
McKenna,2,
Moyes,2,
Glasner,2,
Maresca,2,
Hürzeler,2,
Van Nistelrooy,2,
Silva,2,
Frank,2,
Pereira,2,
Potter,2,
Heaton,2,0
Rusk,2,
Nuno,2,
Martinez,2,0
Cashin,2,
Harrison,2,
Cassanova,2,
Eyestone,2,
Knight,2,
Porter,2,
Fábio Vieira,2,0
Palmer,2,
Postecoglou,2,
Hannibal,2,0
Bayindir,2,0
Hayden,2,0
Dúbravka,2,0
A.Murphy,2,0
Pellistri,2,0
Kelleher,2,0
Targett,2,0
Ruddy,2,0
Pope,2,0
Odysseas,2,0
Amorim,2,
Lascelles,2,0
Kuol,2,0
