player_id,web_name,team_id,element_type,points_per_game,total_points,minutes,starts,goals_scored,assists,yellow_cards,red_cards,clean_sheets,goals_conceded,saves,bps,penalties_saved,penalties_missed,own_goals,goals_conceded_per_90,xG,xA,xGC,xGI,xG_per90,xA_per90,xGC_per90,xGI_per90
124,gilmour,5,3,1.5,3,97,1,0,0,0,0,0,1,0,21,0,0,0,0.93,0.08,0.04,1.32,0.12,0.07,0.04,1.22,0.11
125,gross,5,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,hinshelwood,5,3,3.4,89,1839,22,5,3,5,0,6,30,0,404,0,0,0,1.47,2.74,1.5,30.09,4.24,0.13,0.07,1.47,0.2
127,iosman,5,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,igor,5,2,1.4,18,959,10,0,0,4,0,1,17,0,113,0,0,0,1.6,0.05,0.25,17.21,0.3,0.0,0.02,1.62,0.02
129,joao pedro,5,4,4.7,126,1946,23,10,6,4,1,6,28,0,516,0,0,0,1.29,8.96,3.1,25.51,12.06,0.41,0.14,1.18,0.55
130,kozlowski,5,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,lamptey,5,2,2.8,42,856,10,2,2,0,0,2,21,0,99,0,0,0,2.21,0.38,0.8,15.36,1.18,0.04,0.08,1.61,0.12
132,march,5,3,0.9,7,161,1,0,0,2,0,0,3,0,25,0,0,0,1.68,0.09,0.32,2.82,0.41,0.05,0.18,1.58,0.23
133,mazilu,5,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,milner,5,3,1.5,6,170,3,0,0,1,0,1,1,0,27,0,0,0,0.53,0.16,0.15,1.98,0.31,0.08,0.08,1.05,0.16
135,minteh,5,3,3.2,102,1831,20,6,5,6,0,4,33,0,398,0,0,0,1.62,4.13,4.99,28.41,9.12,0.2,0.25,1.4,0.45
136,mitoma,5,3,4.0,145,2597,28,10,5,1,0,6,40,0,536,0,0,0,1.39,9.19,4.03,37.05,13.22,0.32,0.14,1.28,0.46
137,moder,5,3,1.0,4,9,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.53,0.26,0.53,0.0,5.3,2.6,5.3
138,omahony,5,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,offiah,5,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,peupion,5,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,sarmiento,5,3,1.0,1,8,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,steele,5,1,4.5,9,180,2,0,0,0,0,1,1,3,46,0,0,0,0.5,0.0,0.0,1.88,0.0,0.0,0.0,0.94,0.0
143,undav,5,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,van hecke,5,2,2.6,87,2960,33,1,1,6,1,7,47,0,406,0,0,0,1.43,1.32,1.41,44.67,2.73,0.04,0.04,1.36,0.08
145,veltman,5,2,2.8,59,1694,19,0,0,5,0,6,24,0,249,0,0,0,1.28,0.47,1.31,24.83,1.78,0.02,0.07,1.32,0.09
146,verbruggen,5,1,2.9,103,3240,36,0,1,5,0,7,58,91,366,0,0,0,1.61,0.0,0.01,53.1,0.01,0.0,0.0,1.48,0.0
147,webster,5,2,2.8,39,885,11,0,1,1,0,4,11,0,167,0,0,0,1.12,0.25,0.28,14.26,0.53,0.03,0.03,1.45,0.06
148,welbeck,5,4,4.2,125,2109,24,10,5,5,0,7,37,0,484,0,0,0,1.58,9.58,1.36,37.4,10.94,0.41,0.06,1.6,0.47
149,wieffer,5,3,2.1,52,1003,10,1,5,6,0,2,22,0,243,0,0,0,1.97,0.8,1.0,18.89,1.8,0.07,0.09,1.7,0.16
595,gruda,5,3,2.1,45,676,8,1,4,0,0,1,15,0,176,0,0,0,2.0,1.15,1.93,12.66,3.08,0.15,0.26,1.69,0.41
600,ayari,5,3,2.2,74,1958,22,2,1,4,0,7,28,0,358,0,0,0,1.29,2.51,2.62,30.15,5.13,0.12,0.12,1.39,0.24
601,moran,5,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,rushworth,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,georginio,5,3,3.4,95,1651,19,5,6,2,0,6,29,0,288,0,0,0,1.58,4.57,1.67,27.9,6.24,0.25,0.09,1.52,0.34
628,fkadioglu,5,2,3.2,19,385,5,1,0,1,0,2,8,0,59,0,0,0,1.87,0.44,0.31,9.44,0.75,0.1,0.07,2.21,0.17
629,oriley,5,3,2.4,50,929,11,2,3,1,0,2,20,0,209,0,0,1,1.94,2.76,2.04,14.27,4.8,0.27,0.2,1.38,0.47
663,samuels,5,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,cahill,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,mcconville,5,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,slater,5,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,gomez,5,3,1.9,30,507,4,1,1,0,0,0,13,0,130,0,0,0,2.31,0.82,1.16,9.28,1.98,0.15,0.21,1.65,0.36
739,hurzeler,5,5,0.0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,knight,5,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,cashin,5,2,0.5,1,19,0,0,0,0,0,0,2,0,-2,0,0,0,9.47,0.0,0.0,0.44,0.0,0.0,0.0,2.08,0.0
791,charlie tasker,5,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,freddie simmonds,5,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,harry howell,5,3,1.0,1,6,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.05,0.0,0.05,0.0,0.75,0.0,0.75
150,andrey santos,6,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,angelo,6,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,bbadiashile,6,2,1.4,7,332,3,0,0,0,0,0,5,0,35,0,0,0,1.36,0.0,0.08,5.34,0.08,0.0,0.02,1.45,0.02
154,bergstrom,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,bettinelli,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,caicedo,6,3,2.6,98,3351,38,1,4,11,0,12,42,0,650,0,0,0,1.13,0.81,2.82,45.42,3.63,0.02,0.08,1.22,0.1
158,casadei,6,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,chalobah,6,2,3.7,93,1969,23,3,1,3,0,6,25,0,379,0,0,0,1.14,1.98,0.64,27.15,2.62,0.09,0.03,1.24,0.12
161,chukwuemeka,6,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,colwill,6,2,3.1,109,3150,35,2,1,9,0,10,41,0,461,0,0,0,1.17,1.92,1.31,43.52,3.23,0.05,0.04,1.24,0.09
163,cucurella,6,2,3.7,133,2988,33,5,2,8,1,9,38,0,533,0,0,0,1.14,2.79,2.39,39.94,5.18,0.08,0.07,1.2,0.15
164,ddfofana,6,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,deivid,6,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,dewsbury-hall,6,3,1.4,18,257,2,0,1,0,0,0,3,0,71,0,0,0,1.05,0.22,0.22,3.88,0.44,0.08,0.08,1.36,0.16
168,enzo,6,3,3.8,135,2943,32,6,8,8,0,10,37,0,691,0,0,0,1.13,6.23,6.11,38.06,12.34,0.19,0.19,1.16,0.38
169,gallagher,6,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,gilchrist,6,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,gusto,6,2,1.9,60,1853,19,0,1,4,0,4,26,0,285,0,0,0,1.26,1.44,1.91,27.43,3.35,0.07,0.09,1.33,0.16
172,james,6,2,2.8,54,1057,12,1,2,1,0,3,14,0,223,0,0,0,1.19,0.45,1.15,16.1,1.6,0.04,0.1,1.37,0.14
173,kellyman,6,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,lavia,6,3,1.6,26,792,11,0,1,4,0,3,11,0,125,0,0,0,1.25,0.25,0.38,14.33,0.63,0.03,0.04,1.63,0.07
175,lukaku,6,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,msarr,6,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,madueke,6,3,3.8,120,2028,27,7,5,3,0,6,28,0,425,0,0,0,1.24,9.62,2.86,29.55,12.48,0.43,0.13,1.31,0.56
178,marc guiu,6,4,1.0,3,71,0,0,0,0,0,0,2,0,11,0,0,0,2.54,0.0,0.02,1.46,0.02,0.0,0.03,1.85,0.03
179,mudryk,6,3,1.0,7,145,1,0,0,0,0,0,2,0,26,0,0,0,1.24,0.24,0.66,3.28,0.9,0.15,0.41,2.04,0.56
180,njackson,6,4,4.0,121,2220,28,10,6,7,1,11,24,0,417,0,0,0,0.97,11.68,1.9,28.47,13.58,0.47,0.08,1.15,0.55
181,nkunku,6,3,2.2,60,904,9,3,2,2,0,2,16,0,190,0,0,0,1.59,5.11,1.01,16.25,6.12,0.51,0.1,1.62,0.61
182,palmer,6,3,5.8,214,3193,36,15,10,7,0,10,41,0,952,0,1,0,1.16,16.79,9.53,43.88,26.32,0.47,0.27,1.24,0.74
183,petrovic,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,renato veiga,6,3,1.0,7,176,1,0,0,2,0,1,2,0,22,0,0,0,1.02,0.16,0.15,3.17,0.31,0.08,0.08,1.62,0.16
185,sanchez,6,1,3.9,126,2880,32,0,0,5,0,10,34,95,470,1,0,0,1.06,0.0,0.02,38.55,0.02,0.0,0.0,1.2,0.0
187,tosin,6,2,3.2,71,1403,15,1,1,4,0,7,14,0,305,0,0,0,0.9,0.93,0.23,19.62,1.16,0.06,0.01,1.26,0.07
189,wfofana,6,2,1.9,26,1172,14,0,0,7,0,2,13,0,162,0,0,0,1.0,0.44,0.18,14.76,0.62,0.03,0.01,1.13,0.04
386,sancho,6,3,2.8,86,1754,19,3,5,2,0,7,24,0,367,0,0,0,1.23,2.13,3.1,23.66,5.23,0.11,0.16,1.21,0.27
560,neto,6,3,3.0,104,2262,24,4,6,8,0,8,25,0,434,0,0,0,0.99,3.48,4.47,27.98,7.95,0.14,0.18,1.11,0.32
575,wiley,6,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,jorgensen,6,1,3.0,18,540,6,0,0,0,0,1,9,20,59,0,0,0,1.5,0.0,0.0,8.83,0.0,0.0,0.0,1.47,0.0
621,joao felix,6,3,2.0,24,362,3,1,2,2,0,1,4,0,90,0,0,0,0.99,2.3,0.45,5.96,2.75,0.57,0.11,1.48,0.68
695,rak-sakyi,6,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,george,6,3,2.1,17,177,1,1,1,1,0,1,0,0,55,0,0,0,0.0,0.2,0.26,1.41,0.46,0.1,0.13,0.72,0.23
697,acheampong,6,2,1.0,4,168,2,0,0,1,0,0,3,0,8,0,0,0,1.61,0.22,0.01,2.09,0.23,0.12,0.01,1.12,0.13
740,maresca,6,5,0.0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,amougou,6,3,1.0,1,7,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,anselmino,6,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,mheuka,6,4,1.0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.06,0.0,0.0,0.06,5.4,0.0,0.0,5.4
782,samuels-smith,6,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,genesis antwi,6,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,nketiah,7,4,1.8,53,1018,9,3,2,4,1,2,17,0,186,0,0,0,1.5,5.94,0.83,14.29,6.77,0.53,0.07,1.26,0.6
160,chilwell,7,2,1.6,13,254,1,1,0,1,0,0,4,0,54,0,0,0,1.42,0.25,0.88,2.84,1.13,0.09,0.31,1.01,0.4
190,ahamada,7,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,cdoucoure,7,3,1.5,19,443,4,0,1,1,0,1,6,0,71,0,0,0,1.22,0.4,0.11,7.53,0.51,0.08,0.02,1.53,0.1
194,crichards,7,2,2.8,68,1921,22,1,1,2,1,7,31,0,249,0,0,0,1.45,1.33,0.6,29.78,1.93,0.06,0.03,1.4,0.09
195,chadi riad,7,2,1.0,1,90,1,0,0,0,0,0,2,0,3,0,0,0,2.0,0.0,0.02,1.39,0.02,0.0,0.02,1.39,0.02
196,clyne,7,2,1.4,18,477,5,0,0,1,0,1,11,0,48,0,0,0,2.08,0.02,0.24,10.11,0.26,0.0,0.05,1.91,0.05
197,ebiowei,7,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,eze,7,3,4.4,148,2588,31,8,8,1,0,10,34,0,605,0,1,0,1.18,10.39,4.67,35.03,15.06,0.36,0.16,1.22,0.52
200,guehi,7,2,3.4,116,3059,34,3,2,7,1,11,42,0,492,0,0,3,1.24,1.87,2.01,41.55,3.88,0.06,0.06,1.22,0.12
201,henderson,7,1,3.6,135,3420,38,0,0,3,0,11,51,104,466,1,0,0,1.34,0.01,0.02,50.33,0.03,0.0,0.0,1.32,0.0
202,holding,7,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,hughes,7,3,2.0,67,2100,24,0,4,11,0,10,31,0,278,0,0,0,1.33,1.09,2.64,31.64,3.73,0.05,0.11,1.36,0.16
205,kamada,7,3,1.3,45,1545,15,0,0,4,1,3,27,0,246,0,0,0,1.57,1.12,1.55,25.74,2.67,0.07,0.09,1.5,0.16
206,lerma,7,3,1.8,58,2270,26,0,1,9,0,6,36,0,326,0,0,0,1.43,1.07,1.75,33.55,2.82,0.04,0.07,1.33,0.11
207,mateta,7,4,4.1,150,2642,33,14,2,2,0,9,37,0,576,0,0,0,1.26,13.77,2.28,37.94,16.05,0.47,0.08,1.29,0.55
208,mfranca,7,3,2.2,9,52,0,1,0,0,0,0,0,0,34,0,0,0,0.0,0.28,0.18,0.4,0.46,0.48,0.31,0.69,0.79
209,matthews,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,mitchell,7,2,3.3,123,3090,37,0,6,2,0,12,46,0,455,0,0,0,1.34,1.31,3.67,46.45,4.98,0.04,0.11,1.35,0.15
211,munoz,7,2,3.8,142,3229,37,4,6,10,0,11,46,0,480,0,0,0,1.28,4.92,3.46,46.3,8.38,0.14,0.1,1.29,0.24
212,ozoh,7,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,rak-sakyi,7,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,schlupp,7,3,1.0,12,95,0,0,0,0,0,0,3,0,43,0,0,0,2.84,0.17,0.14,1.53,0.31,0.16,0.13,1.45,0.29
215,ward,7,2,0.5,1,71,1,0,0,1,0,0,2,0,-3,0,0,0,2.54,0.0,0.01,1.57,0.01,0.0,0.01,1.99,0.01
216,wharton,7,3,2.1,42,1314,16,0,2,2,0,4,21,0,244,0,0,0,1.44,0.38,2.17,19.34,2.55,0.03,0.15,1.32,0.18
445,turner,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,isarr,7,3,3.9,149,2708,30,8,7,4,0,10,39,0,542,0,0,0,1.3,10.82,6.82,38.63,17.64,0.36,0.23,1.28,0.59
644,umeh-chibueze,7,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,devenny,7,3,1.5,34,494,4,1,1,1,0,0,8,0,129,0,0,0,1.46,0.77,0.41,9.3,1.18,0.14,0.07,1.69,0.21
646,agbinone,7,3,1.0,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.02,0.01,0.0,0.03,0.45,0.22,0.0,0.67
647,rodney,7,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,lacroix,7,2,3.3,114,3116,35,1,2,5,0,11,45,0,463,0,0,0,1.3,3.5,1.01,44.59,4.51,0.1,0.03,1.29,0.13
666,kporha,7,2,1.0,2,11,0,0,0,0,0,0,1,0,1,0,0,0,8.18,0.0,0.02,0.06,0.02,0.0,0.16,0.49,0.16
676,marsh,7,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,esse,7,3,3.1,22,138,1,1,2,0,0,0,3,0,72,0,0,0,1.96,0.32,0.39,2.15,0.71,0.21,0.25,1.4,0.46
741,glasner,7,5,0.0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,broja,8,4,1.2,12,327,4,0,0,1,0,2,2,0,23,0,0,0,0.55,0.11,0.11,3.82,0.22,0.03,0.03,1.05,0.06
217,adoucoure,8,3,2.8,94,2563,31,3,2,3,1,11,33,0,333,0,0,0,1.16,4.15,1.41,34.38,5.56,0.15,0.05,1.21,0.2
218,beto,8,4,2.9,87,1521,15,8,0,2,0,4,24,0,295,0,0,0,1.42,7.89,0.44,18.8,8.33,0.47,0.03,1.11,0.5
219,branthwaite,8,2,2.9,88,2509,28,0,1,4,0,9,28,0,420,0,0,0,1.0,1.2,0.61,29.83,1.81,0.04,0.02,1.07,0.06
220,calvert-lewin,8,4,2.4,63,1602,19,3,2,2,0,8,18,0,157,0,0,0,1.01,6.53,0.63,24.83,7.16,0.37,0.04,1.39,0.41
221,coleman,8,2,1.0,5,214,3,0,0,1,0,0,4,0,17,0,0,0,1.68,0.62,0.03,4.45,0.65,0.26,0.01,1.87,0.27
222,gana,8,3,2.4,89,3063,35,0,3,9,0,12,39,0,505,0,0,0,1.15,1.15,1.99,39.88,3.14,0.03,0.06,1.17,0.09
223,garner,8,3,2.0,42,1590,17,0,1,5,0,5,19,0,244,0,0,0,1.08,0.67,1.37,19.71,2.04,0.04,0.08,1.12,0.12
224,harrison,8,3,2.4,81,2068,24,1,3,0,0,7,27,0,291,0,0,0,1.18,3.54,3.12,31.23,6.66,0.15,0.14,1.36,0.29
225,holgate,8,2,1.0,1,5,0,0,0,0,0,0,1,0,-1,0,0,0,18.0,0.0,0.0,0.07,0.0,0.0,0.0,1.26,0.0
226,iroegbunam,8,3,1.2,22,562,5,0,1,4,0,0,16,0,82,0,0,0,2.56,0.23,0.14,12.25,0.37,0.04,0.02,1.96,0.06
227,jvirginia,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,keane,8,2,3.4,48,1046,11,3,0,5,0,3,20,0,139,0,0,0,1.72,0.61,0.02,19.16,0.63,0.05,0.0,1.65,0.05
229,maupay,8,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,mcneil,8,3,4.4,93,1366,15,4,8,1,0,5,24,0,401,0,0,0,1.58,1.05,4.49,21.12,5.53,0.07,0.3,1.39,0.37
231,mykolenko,8,2,3.5,121,3082,35,1,3,4,0,11,39,0,467,0,0,0,1.14,0.48,2.12,39.81,2.6,0.01,0.06,1.16,0.07
232,ndiaye,8,4,3.5,114,2426,29,9,0,3,0,15,24,0,552,0,0,0,0.89,6.23,1.36,29.01,7.59,0.23,0.05,1.08,0.28
234,patterson,8,2,1.4,14,342,3,0,1,1,0,0,6,0,47,0,0,0,1.58,0.07,0.38,4.48,0.45,0.02,0.1,1.18,0.12
235,pickford,8,1,4.2,158,3420,38,0,1,7,0,12,44,122,593,2,0,0,1.16,0.0,0.22,46.11,0.22,0.0,0.01,1.21,0.01
236,tarkowski,8,2,3.2,105,2922,33,1,1,6,0,10,38,0,468,0,0,0,1.17,1.32,2.33,39.3,3.65,0.04,0.07,1.21,0.11
237,y chermiti,8,4,0.8,3,42,0,0,0,1,0,0,0,0,9,0,0,0,0.0,0.11,0.0,0.47,0.11,0.24,0.0,1.01,0.24
238,young,8,2,3.1,98,1864,19,1,4,7,1,9,23,0,354,0,0,0,1.11,0.27,2.87,26.17,3.14,0.01,0.14,1.26,0.15
450,alcaraz,8,3,2.8,44,766,7,2,3,4,0,1,9,0,191,0,0,0,1.06,1.78,0.68,11.33,2.46,0.21,0.08,1.33,0.29
577,lindstrom,8,3,1.8,44,1229,15,0,1,2,0,6,14,0,167,0,0,0,1.03,2.15,1.96,13.37,4.11,0.16,0.14,0.98,0.3
582,obrien,8,2,3.2,65,1568,17,2,0,5,0,5,17,0,233,0,0,0,0.98,0.77,0.31,18.63,1.08,0.04,0.02,1.07,0.06
603,armstrong,8,3,0.7,2,47,0,0,0,1,0,0,1,0,1,0,0,0,1.91,0.37,0.0,0.45,0.37,0.71,0.0,0.86,0.71
614,metcalfe,8,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,begovic,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,dixon,8,2,0.0,0,90,1,0,0,0,0,0,4,0,0,0,0,0,4.0,0.0,0.0,2.43,0.0,0.0,0.0,2.43,0.0
651,mangala,8,3,2.1,39,1257,14,1,0,2,0,5,10,0,175,0,0,0,0.72,1.13,0.59,16.64,1.72,0.08,0.04,1.19,0.12
678,bates,8,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,sherif,8,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,moyes,8,5,0.0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,heath,8,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,coby ebere,8,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,welch,8,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,nelson,9,3,2.2,27,483,5,1,1,1,0,1,9,0,143,0,0,0,1.68,1.07,0.96,6.13,2.03,0.2,0.18,1.14,0.38
19,smith rowe,9,3,3.4,114,2036,25,6,3,3,0,7,28,0,449,0,0,0,1.24,4.45,2.04,25.35,6.49,0.2,0.09,1.12,0.29
191,andersen,9,2,1.7,51,2673,30,0,0,7,1,4,47,0,306,0,0,1,1.58,1.04,0.57,37.85,1.61,0.04,0.02,1.27,0.06
239,adama,9,3,2.6,95,1756,18,2,8,3,0,3,28,0,384,0,0,0,1.44,4.11,4.61,25.17,8.72,0.21,0.24,1.29,0.45
240,andreas,9,3,2.5,81,2004,25,2,6,8,0,5,32,0,355,0,1,0,1.44,4.24,4.63,27.35,8.87,0.19,0.21,1.23,0.4
241,bassey,9,2,2.1,75,3074,34,1,0,7,0,5,47,0,390,0,0,0,1.38,1.02,0.42,39.22,1.44,0.03,0.01,1.15,0.04
242,benda,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,cairney,9,3,1.3,33,610,3,2,0,3,1,1,12,0,192,0,0,0,1.77,0.73,1.14,9.59,1.87,0.11,0.17,1.41,0.28
244,castagne,9,2,1.9,46,1642,17,0,1,1,0,3,28,0,205,0,0,0,1.53,0.38,0.56,22.39,0.94,0.02,0.03,1.23,0.05
245,diop,9,2,1.5,31,1334,15,0,0,2,0,1,19,0,146,0,0,1,1.28,0.51,0.07,19.98,0.58,0.03,0.0,1.35,0.03
246,harris,9,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
